#,"Date Time, GMT-07:00",Temp_F ,Temp_C,Light lum/ft2,Site,Method,Elevation
15513,10/28/2023 3:45,51.699,10.94388889,0,Thorndyke,Ground Bag,Low
15514,10/28/2023 4:00,51.699,10.94388889,0,Thorndyke,Ground Bag,Low
15515,10/28/2023 4:15,51.699,10.94388889,0,Thorndyke,Ground Bag,Low
15516,10/28/2023 4:30,51.523,10.84611111,0,Thorndyke,Ground Bag,Low
15517,10/28/2023 4:45,51.699,10.94388889,0,Thorndyke,Ground Bag,Low
15518,10/28/2023 5:00,51.699,10.94388889,0,Thorndyke,Ground Bag,Low
15519,10/28/2023 5:15,51.699,10.94388889,0,Thorndyke,Ground Bag,Low
15520,10/28/2023 5:30,51.699,10.94388889,0,Thorndyke,Ground Bag,Low
15521,10/28/2023 5:45,51.699,10.94388889,0,Thorndyke,Ground Bag,Low
15522,10/28/2023 6:00,51.874,11.04111111,0,Thorndyke,Ground Bag,Low
15523,10/28/2023 6:15,51.874,11.04111111,0,Thorndyke,Ground Bag,Low
15524,10/28/2023 6:30,51.699,10.94388889,0,Thorndyke,Ground Bag,Low
15525,10/28/2023 6:45,51.699,10.94388889,0,Thorndyke,Ground Bag,Low
15526,10/28/2023 7:00,51.699,10.94388889,0,Thorndyke,Ground Bag,Low
15527,10/28/2023 7:15,51.699,10.94388889,0,Thorndyke,Ground Bag,Low
15528,10/28/2023 7:30,51.699,10.94388889,0,Thorndyke,Ground Bag,Low
15529,10/28/2023 7:45,51.523,10.84611111,0,Thorndyke,Ground Bag,Low
15530,10/28/2023 8:00,51.523,10.84611111,0,Thorndyke,Ground Bag,Low
15531,10/28/2023 8:15,51.523,10.84611111,0,Thorndyke,Ground Bag,Low
15532,10/28/2023 8:30,51.523,10.84611111,0,Thorndyke,Ground Bag,Low
15533,10/28/2023 8:45,51.523,10.84611111,0,Thorndyke,Ground Bag,Low
15534,10/28/2023 9:00,51.523,10.84611111,0,Thorndyke,Ground Bag,Low
15535,10/28/2023 9:15,51.523,10.84611111,0,Thorndyke,Ground Bag,Low
15536,10/28/2023 9:30,51.699,10.94388889,0,Thorndyke,Ground Bag,Low
15537,10/28/2023 9:45,51.699,10.94388889,0,Thorndyke,Ground Bag,Low
15538,10/28/2023 10:00,51.874,11.04111111,0,Thorndyke,Ground Bag,Low
15539,10/28/2023 10:15,51.874,11.04111111,2,Thorndyke,Ground Bag,Low
15540,10/28/2023 10:30,51.699,10.94388889,1,Thorndyke,Ground Bag,Low
15541,10/28/2023 10:45,51.523,10.84611111,2,Thorndyke,Ground Bag,Low
15542,10/28/2023 11:00,51.699,10.94388889,2,Thorndyke,Ground Bag,Low
15543,10/28/2023 11:15,51.346,10.74777778,0,Thorndyke,Ground Bag,Low
15544,10/28/2023 11:30,51.346,10.74777778,0,Thorndyke,Ground Bag,Low
15545,10/28/2023 11:45,51.172,10.65111111,0,Thorndyke,Ground Bag,Low
15546,10/28/2023 12:00,51.346,10.74777778,0,Thorndyke,Ground Bag,Low
15547,10/28/2023 12:15,51.523,10.84611111,0,Thorndyke,Ground Bag,Low
15548,10/28/2023 12:30,51.699,10.94388889,0,Thorndyke,Ground Bag,Low
15549,10/28/2023 12:45,51.699,10.94388889,0,Thorndyke,Ground Bag,Low
15550,10/28/2023 13:00,51.874,11.04111111,0,Thorndyke,Ground Bag,Low
15551,10/28/2023 13:15,51.874,11.04111111,0,Thorndyke,Ground Bag,Low
15552,10/28/2023 13:30,51.874,11.04111111,0,Thorndyke,Ground Bag,Low
15553,10/28/2023 13:45,51.699,10.94388889,0,Thorndyke,Ground Bag,Low
15554,10/28/2023 14:00,51.699,10.94388889,0,Thorndyke,Ground Bag,Low
15555,10/28/2023 14:15,51.874,11.04111111,0,Thorndyke,Ground Bag,Low
15556,10/28/2023 14:30,51.874,11.04111111,0,Thorndyke,Ground Bag,Low
15557,10/28/2023 14:45,52.05,11.13888889,0,Thorndyke,Ground Bag,Low
15558,10/28/2023 15:00,52.225,11.23611111,0,Thorndyke,Ground Bag,Low
15559,10/28/2023 15:15,52.225,11.23611111,0,Thorndyke,Ground Bag,Low
15560,10/28/2023 15:30,52.225,11.23611111,0,Thorndyke,Ground Bag,Low
15561,10/28/2023 15:45,52.225,11.23611111,0,Thorndyke,Ground Bag,Low
15562,10/28/2023 16:00,52.05,11.13888889,0,Thorndyke,Ground Bag,Low
15563,10/28/2023 16:15,52.05,11.13888889,0,Thorndyke,Ground Bag,Low
15564,10/28/2023 16:30,52.05,11.13888889,0,Thorndyke,Ground Bag,Low
15565,10/28/2023 16:45,52.05,11.13888889,0,Thorndyke,Ground Bag,Low
15566,10/28/2023 17:00,52.05,11.13888889,0,Thorndyke,Ground Bag,Low
15567,10/28/2023 17:15,52.05,11.13888889,0,Thorndyke,Ground Bag,Low
15568,10/28/2023 17:30,52.05,11.13888889,0,Thorndyke,Ground Bag,Low
15569,10/28/2023 17:45,52.05,11.13888889,0,Thorndyke,Ground Bag,Low
15570,10/28/2023 18:00,52.05,11.13888889,0,Thorndyke,Ground Bag,Low
15571,10/28/2023 18:15,52.05,11.13888889,0,Thorndyke,Ground Bag,Low
15572,10/28/2023 18:30,51.874,11.04111111,0,Thorndyke,Ground Bag,Low
15573,10/28/2023 18:45,51.874,11.04111111,0,Thorndyke,Ground Bag,Low
15574,10/28/2023 19:00,51.874,11.04111111,0,Thorndyke,Ground Bag,Low
15575,10/28/2023 19:15,51.874,11.04111111,0,Thorndyke,Ground Bag,Low
15576,10/28/2023 19:30,51.874,11.04111111,0,Thorndyke,Ground Bag,Low
15577,10/28/2023 19:45,51.699,10.94388889,0,Thorndyke,Ground Bag,Low
15578,10/28/2023 20:00,51.699,10.94388889,0,Thorndyke,Ground Bag,Low
15579,10/28/2023 20:15,51.699,10.94388889,0,Thorndyke,Ground Bag,Low
15580,10/28/2023 20:30,51.699,10.94388889,0,Thorndyke,Ground Bag,Low
15581,10/28/2023 20:45,51.523,10.84611111,0,Thorndyke,Ground Bag,Low
15582,10/28/2023 21:00,51.172,10.65111111,0,Thorndyke,Ground Bag,Low
15583,10/28/2023 21:15,50.643,10.35722222,0,Thorndyke,Ground Bag,Low
15584,10/28/2023 21:30,49.759,9.866111111,0,Thorndyke,Ground Bag,Low
15585,10/28/2023 21:45,46.369,7.982777778,0,Thorndyke,Ground Bag,Low
15586,10/28/2023 22:00,44.742,7.078888889,0,Thorndyke,Ground Bag,Low
15587,10/28/2023 22:15,43.831,6.572777778,0,Thorndyke,Ground Bag,Low
15588,10/28/2023 22:30,43.099,6.166111111,0,Thorndyke,Ground Bag,Low
15589,10/28/2023 22:45,42.732,5.962222222,0,Thorndyke,Ground Bag,Low
15590,10/28/2023 23:00,42.179,5.655,0,Thorndyke,Ground Bag,Low
15591,10/28/2023 23:15,41.81,5.45,0,Thorndyke,Ground Bag,Low
15592,10/28/2023 23:30,41.254,5.141111111,0,Thorndyke,Ground Bag,Low
15593,10/28/2023 23:45,40.696,4.831111111,0,Thorndyke,Ground Bag,Low
15594,10/29/2023 0:00,41.625,5.347222222,0,Thorndyke,Ground Bag,Low
15595,10/29/2023 0:15,40.509,4.727222222,0,Thorndyke,Ground Bag,Low
15596,10/29/2023 0:30,39.947,4.415,0,Thorndyke,Ground Bag,Low
15597,10/29/2023 0:45,40.509,4.727222222,0,Thorndyke,Ground Bag,Low
15598,10/29/2023 1:00,40.509,4.727222222,0,Thorndyke,Ground Bag,Low
15599,10/29/2023 1:15,46.369,7.982777778,0,Thorndyke,Ground Bag,Low
15600,10/29/2023 1:30,48.871,9.372777778,0,Thorndyke,Ground Bag,Low
15601,10/29/2023 1:45,49.228,9.571111111,0,Thorndyke,Ground Bag,Low
15602,10/29/2023 2:00,48.339,9.077222222,0,Thorndyke,Ground Bag,Low
15603,10/29/2023 2:15,49.759,9.866111111,0,Thorndyke,Ground Bag,Low
15604,10/29/2023 2:30,50.113,10.06277778,0,Thorndyke,Ground Bag,Low
15605,10/29/2023 2:45,50.466,10.25888889,0,Thorndyke,Ground Bag,Low
15606,10/29/2023 3:00,50.643,10.35722222,0,Thorndyke,Ground Bag,Low
15607,10/29/2023 3:15,50.995,10.55277778,0,Thorndyke,Ground Bag,Low
15608,10/29/2023 3:30,51.172,10.65111111,0,Thorndyke,Ground Bag,Low
15609,10/29/2023 3:45,51.346,10.74777778,0,Thorndyke,Ground Bag,Low
15610,10/29/2023 4:00,51.346,10.74777778,0,Thorndyke,Ground Bag,Low
15611,10/29/2023 4:15,51.346,10.74777778,0,Thorndyke,Ground Bag,Low
15612,10/29/2023 4:30,51.346,10.74777778,0,Thorndyke,Ground Bag,Low
15613,10/29/2023 4:45,51.523,10.84611111,0,Thorndyke,Ground Bag,Low
15614,10/29/2023 5:00,51.699,10.94388889,0,Thorndyke,Ground Bag,Low
15615,10/29/2023 5:15,51.699,10.94388889,0,Thorndyke,Ground Bag,Low
15616,10/29/2023 5:30,51.699,10.94388889,0,Thorndyke,Ground Bag,Low
15617,10/29/2023 5:45,51.699,10.94388889,0,Thorndyke,Ground Bag,Low
15618,10/29/2023 6:00,51.699,10.94388889,0,Thorndyke,Ground Bag,Low
15619,10/29/2023 6:15,51.699,10.94388889,0,Thorndyke,Ground Bag,Low
15620,10/29/2023 6:30,51.699,10.94388889,0,Thorndyke,Ground Bag,Low
15621,10/29/2023 6:45,51.699,10.94388889,0,Thorndyke,Ground Bag,Low
15622,10/29/2023 7:00,51.874,11.04111111,0,Thorndyke,Ground Bag,Low
15623,10/29/2023 7:15,51.874,11.04111111,0,Thorndyke,Ground Bag,Low
15624,10/29/2023 7:30,51.874,11.04111111,0,Thorndyke,Ground Bag,Low
15625,10/29/2023 7:45,51.874,11.04111111,0,Thorndyke,Ground Bag,Low
15626,10/29/2023 8:00,51.874,11.04111111,0,Thorndyke,Ground Bag,Low
15627,10/29/2023 8:15,51.874,11.04111111,0,Thorndyke,Ground Bag,Low
15628,10/29/2023 8:30,51.874,11.04111111,0,Thorndyke,Ground Bag,Low
15629,10/29/2023 8:45,51.699,10.94388889,0,Thorndyke,Ground Bag,Low
15630,10/29/2023 9:00,51.699,10.94388889,0,Thorndyke,Ground Bag,Low
15631,10/29/2023 9:15,51.699,10.94388889,0,Thorndyke,Ground Bag,Low
15632,10/29/2023 9:30,51.699,10.94388889,0,Thorndyke,Ground Bag,Low
15633,10/29/2023 9:45,51.699,10.94388889,0,Thorndyke,Ground Bag,Low
15634,10/29/2023 10:00,51.699,10.94388889,0,Thorndyke,Ground Bag,Low
15635,10/29/2023 10:15,51.874,11.04111111,0,Thorndyke,Ground Bag,Low
15636,10/29/2023 10:30,51.874,11.04111111,0,Thorndyke,Ground Bag,Low
15637,10/29/2023 10:45,52.05,11.13888889,0,Thorndyke,Ground Bag,Low
15638,10/29/2023 11:00,52.05,11.13888889,1,Thorndyke,Ground Bag,Low
15639,10/29/2023 11:15,52.05,11.13888889,0,Thorndyke,Ground Bag,Low
15640,10/29/2023 11:30,52.05,11.13888889,0,Thorndyke,Ground Bag,Low
15641,10/29/2023 11:45,52.225,11.23611111,0,Thorndyke,Ground Bag,Low
15642,10/29/2023 12:00,52.225,11.23611111,0,Thorndyke,Ground Bag,Low
15643,10/29/2023 12:15,52.05,11.13888889,0,Thorndyke,Ground Bag,Low
15644,10/29/2023 12:30,51.874,11.04111111,0,Thorndyke,Ground Bag,Low
15645,10/29/2023 12:45,51.874,11.04111111,0,Thorndyke,Ground Bag,Low
15646,10/29/2023 13:00,51.874,11.04111111,0,Thorndyke,Ground Bag,Low
15647,10/29/2023 13:15,51.874,11.04111111,0,Thorndyke,Ground Bag,Low
15648,10/29/2023 13:30,52.05,11.13888889,0,Thorndyke,Ground Bag,Low
15649,10/29/2023 13:45,52.05,11.13888889,0,Thorndyke,Ground Bag,Low
15650,10/29/2023 14:00,52.05,11.13888889,0,Thorndyke,Ground Bag,Low
15651,10/29/2023 14:15,52.05,11.13888889,0,Thorndyke,Ground Bag,Low
15652,10/29/2023 14:30,51.874,11.04111111,0,Thorndyke,Ground Bag,Low
15653,10/29/2023 14:45,51.874,11.04111111,0,Thorndyke,Ground Bag,Low
15654,10/29/2023 15:00,51.874,11.04111111,0,Thorndyke,Ground Bag,Low
15655,10/29/2023 15:15,52.05,11.13888889,0,Thorndyke,Ground Bag,Low
15656,10/29/2023 15:30,52.05,11.13888889,0,Thorndyke,Ground Bag,Low
15657,10/29/2023 15:45,52.05,11.13888889,0,Thorndyke,Ground Bag,Low
15658,10/29/2023 16:00,52.05,11.13888889,0,Thorndyke,Ground Bag,Low
15659,10/29/2023 16:15,52.225,11.23611111,0,Thorndyke,Ground Bag,Low
15660,10/29/2023 16:30,52.225,11.23611111,0,Thorndyke,Ground Bag,Low
15661,10/29/2023 16:45,52.225,11.23611111,0,Thorndyke,Ground Bag,Low
15662,10/29/2023 17:00,52.225,11.23611111,0,Thorndyke,Ground Bag,Low
15663,10/29/2023 17:15,52.225,11.23611111,0,Thorndyke,Ground Bag,Low
15664,10/29/2023 17:30,52.225,11.23611111,0,Thorndyke,Ground Bag,Low
15665,10/29/2023 17:45,52.225,11.23611111,0,Thorndyke,Ground Bag,Low
15666,10/29/2023 18:00,52.225,11.23611111,0,Thorndyke,Ground Bag,Low
15667,10/29/2023 18:15,52.225,11.23611111,0,Thorndyke,Ground Bag,Low
15668,10/29/2023 18:30,52.225,11.23611111,0,Thorndyke,Ground Bag,Low
15669,10/29/2023 18:45,52.225,11.23611111,0,Thorndyke,Ground Bag,Low
15670,10/29/2023 19:00,52.225,11.23611111,0,Thorndyke,Ground Bag,Low
15671,10/29/2023 19:15,52.225,11.23611111,0,Thorndyke,Ground Bag,Low
15672,10/29/2023 19:30,52.225,11.23611111,0,Thorndyke,Ground Bag,Low
15673,10/29/2023 19:45,52.225,11.23611111,0,Thorndyke,Ground Bag,Low
15674,10/29/2023 20:00,52.225,11.23611111,0,Thorndyke,Ground Bag,Low
15675,10/29/2023 20:15,52.225,11.23611111,0,Thorndyke,Ground Bag,Low
15676,10/29/2023 20:30,52.05,11.13888889,0,Thorndyke,Ground Bag,Low
15677,10/29/2023 20:45,52.05,11.13888889,0,Thorndyke,Ground Bag,Low
15678,10/29/2023 21:00,52.05,11.13888889,0,Thorndyke,Ground Bag,Low
15679,10/29/2023 21:15,52.05,11.13888889,0,Thorndyke,Ground Bag,Low
15680,10/29/2023 21:30,51.699,10.94388889,0,Thorndyke,Ground Bag,Low
15681,10/29/2023 21:45,51.172,10.65111111,0,Thorndyke,Ground Bag,Low
15682,10/29/2023 22:00,50.113,10.06277778,0,Thorndyke,Ground Bag,Low
15683,10/29/2023 22:15,47.266,8.481111111,0,Thorndyke,Ground Bag,Low
15684,10/29/2023 22:30,46.188,7.882222222,0,Thorndyke,Ground Bag,Low
15685,10/29/2023 22:45,45.286,7.381111111,0,Thorndyke,Ground Bag,Low
15686,10/29/2023 23:00,44.56,6.977777778,0,Thorndyke,Ground Bag,Low
15687,10/29/2023 23:15,44.195,6.775,0,Thorndyke,Ground Bag,Low
15688,10/29/2023 23:30,43.099,6.166111111,0,Thorndyke,Ground Bag,Low
15689,10/29/2023 23:45,42.548,5.86,0,Thorndyke,Ground Bag,Low
15690,10/30/2023 0:00,42.548,5.86,0,Thorndyke,Ground Bag,Low
15691,10/30/2023 0:15,41.994,5.552222222,0,Thorndyke,Ground Bag,Low
15692,10/30/2023 0:30,41.439,5.243888889,0,Thorndyke,Ground Bag,Low
15693,10/30/2023 0:45,41.067,5.037222222,0,Thorndyke,Ground Bag,Low
15694,10/30/2023 1:00,40.696,4.831111111,0,Thorndyke,Ground Bag,Low
15695,10/30/2023 1:15,40.509,4.727222222,0,Thorndyke,Ground Bag,Low
15696,10/30/2023 1:30,40.134,4.518888889,0,Thorndyke,Ground Bag,Low
15697,10/30/2023 1:45,39.76,4.311111111,0,Thorndyke,Ground Bag,Low
15698,10/30/2023 2:00,43.466,6.37,0,Thorndyke,Ground Bag,Low
15699,10/30/2023 2:15,47.088,8.382222222,0,Thorndyke,Ground Bag,Low
15700,10/30/2023 2:30,47.802,8.778888889,0,Thorndyke,Ground Bag,Low
15701,10/30/2023 2:45,47.982,8.878888889,0,Thorndyke,Ground Bag,Low
15702,10/30/2023 3:00,49.404,9.668888889,0,Thorndyke,Ground Bag,Low
15703,10/30/2023 3:15,49.759,9.866111111,0,Thorndyke,Ground Bag,Low
15704,10/30/2023 3:30,49.937,9.965,0,Thorndyke,Ground Bag,Low
15705,10/30/2023 3:45,50.29,10.16111111,0,Thorndyke,Ground Bag,Low
15706,10/30/2023 4:00,50.643,10.35722222,0,Thorndyke,Ground Bag,Low
15707,10/30/2023 4:15,50.995,10.55277778,0,Thorndyke,Ground Bag,Low
15708,10/30/2023 4:30,51.172,10.65111111,0,Thorndyke,Ground Bag,Low
15709,10/30/2023 4:45,51.346,10.74777778,0,Thorndyke,Ground Bag,Low
15710,10/30/2023 5:00,51.346,10.74777778,0,Thorndyke,Ground Bag,Low
15711,10/30/2023 5:15,51.346,10.74777778,0,Thorndyke,Ground Bag,Low
15712,10/30/2023 5:30,51.346,10.74777778,0,Thorndyke,Ground Bag,Low
15713,10/30/2023 5:45,51.523,10.84611111,0,Thorndyke,Ground Bag,Low
15714,10/30/2023 6:00,51.523,10.84611111,0,Thorndyke,Ground Bag,Low
15715,10/30/2023 6:15,51.523,10.84611111,0,Thorndyke,Ground Bag,Low
15716,10/30/2023 6:30,51.699,10.94388889,0,Thorndyke,Ground Bag,Low
15717,10/30/2023 6:45,51.699,10.94388889,0,Thorndyke,Ground Bag,Low
15718,10/30/2023 7:00,51.699,10.94388889,0,Thorndyke,Ground Bag,Low
15719,10/30/2023 7:15,51.699,10.94388889,0,Thorndyke,Ground Bag,Low
15720,10/30/2023 7:30,51.874,11.04111111,0,Thorndyke,Ground Bag,Low
15721,10/30/2023 7:45,51.874,11.04111111,0,Thorndyke,Ground Bag,Low
15722,10/30/2023 8:00,51.874,11.04111111,0,Thorndyke,Ground Bag,Low
15723,10/30/2023 8:15,51.874,11.04111111,0,Thorndyke,Ground Bag,Low
15724,10/30/2023 8:30,51.874,11.04111111,0,Thorndyke,Ground Bag,Low
15725,10/30/2023 8:45,52.05,11.13888889,0,Thorndyke,Ground Bag,Low
15726,10/30/2023 9:00,51.874,11.04111111,0,Thorndyke,Ground Bag,Low
15727,10/30/2023 9:15,51.874,11.04111111,0,Thorndyke,Ground Bag,Low
15728,10/30/2023 9:30,51.874,11.04111111,0,Thorndyke,Ground Bag,Low
15729,10/30/2023 9:45,52.05,11.13888889,0,Thorndyke,Ground Bag,Low
15730,10/30/2023 10:00,52.05,11.13888889,0,Thorndyke,Ground Bag,Low
15731,10/30/2023 10:15,52.05,11.13888889,0,Thorndyke,Ground Bag,Low
15732,10/30/2023 10:30,52.05,11.13888889,0,Thorndyke,Ground Bag,Low
15733,10/30/2023 10:45,52.05,11.13888889,0,Thorndyke,Ground Bag,Low
15734,10/30/2023 11:00,52.05,11.13888889,0,Thorndyke,Ground Bag,Low
15735,10/30/2023 11:15,52.05,11.13888889,0,Thorndyke,Ground Bag,Low
15736,10/30/2023 11:30,52.225,11.23611111,0,Thorndyke,Ground Bag,Low
15737,10/30/2023 11:45,52.225,11.23611111,0,Thorndyke,Ground Bag,Low
15738,10/30/2023 12:00,52.225,11.23611111,0,Thorndyke,Ground Bag,Low
15739,10/30/2023 12:15,52.225,11.23611111,0,Thorndyke,Ground Bag,Low
15740,10/30/2023 12:30,52.225,11.23611111,0,Thorndyke,Ground Bag,Low
15741,10/30/2023 12:45,52.225,11.23611111,0,Thorndyke,Ground Bag,Low
15742,10/30/2023 13:00,52.225,11.23611111,0,Thorndyke,Ground Bag,Low
15743,10/30/2023 13:15,52.225,11.23611111,0,Thorndyke,Ground Bag,Low
15744,10/30/2023 13:30,52.225,11.23611111,0,Thorndyke,Ground Bag,Low
15745,10/30/2023 13:45,52.225,11.23611111,0,Thorndyke,Ground Bag,Low
15746,10/30/2023 14:00,52.225,11.23611111,0,Thorndyke,Ground Bag,Low
15747,10/30/2023 14:15,52.225,11.23611111,0,Thorndyke,Ground Bag,Low
15748,10/30/2023 14:30,52.401,11.33388889,0,Thorndyke,Ground Bag,Low
15749,10/30/2023 14:45,52.401,11.33388889,0,Thorndyke,Ground Bag,Low
15750,10/30/2023 15:00,52.401,11.33388889,0,Thorndyke,Ground Bag,Low
15751,10/30/2023 15:15,52.401,11.33388889,0,Thorndyke,Ground Bag,Low
15752,10/30/2023 15:30,52.225,11.23611111,0,Thorndyke,Ground Bag,Low
15753,10/30/2023 15:45,52.225,11.23611111,0,Thorndyke,Ground Bag,Low
15754,10/30/2023 16:00,52.225,11.23611111,0,Thorndyke,Ground Bag,Low
15755,10/30/2023 16:15,52.401,11.33388889,0,Thorndyke,Ground Bag,Low
15756,10/30/2023 16:30,52.401,11.33388889,0,Thorndyke,Ground Bag,Low
15757,10/30/2023 16:45,52.401,11.33388889,0,Thorndyke,Ground Bag,Low
15758,10/30/2023 17:00,52.401,11.33388889,0,Thorndyke,Ground Bag,Low
15759,10/30/2023 17:15,52.401,11.33388889,0,Thorndyke,Ground Bag,Low
15760,10/30/2023 17:30,52.401,11.33388889,0,Thorndyke,Ground Bag,Low
15761,10/30/2023 17:45,52.401,11.33388889,0,Thorndyke,Ground Bag,Low
15762,10/30/2023 18:00,52.225,11.23611111,0,Thorndyke,Ground Bag,Low
15763,10/30/2023 18:15,52.225,11.23611111,0,Thorndyke,Ground Bag,Low
15764,10/30/2023 18:30,52.05,11.13888889,0,Thorndyke,Ground Bag,Low
15765,10/30/2023 18:45,52.225,11.23611111,0,Thorndyke,Ground Bag,Low
15766,10/30/2023 19:00,52.225,11.23611111,0,Thorndyke,Ground Bag,Low
15767,10/30/2023 19:15,52.05,11.13888889,0,Thorndyke,Ground Bag,Low
15768,10/30/2023 19:30,52.225,11.23611111,0,Thorndyke,Ground Bag,Low
15769,10/30/2023 19:45,52.05,11.13888889,0,Thorndyke,Ground Bag,Low
15770,10/30/2023 20:00,52.05,11.13888889,0,Thorndyke,Ground Bag,Low
15771,10/30/2023 20:15,52.05,11.13888889,0,Thorndyke,Ground Bag,Low
15772,10/30/2023 20:30,52.05,11.13888889,0,Thorndyke,Ground Bag,Low
15773,10/30/2023 20:45,52.05,11.13888889,0,Thorndyke,Ground Bag,Low
15774,10/30/2023 21:00,52.05,11.13888889,0,Thorndyke,Ground Bag,Low
15775,10/30/2023 21:15,52.05,11.13888889,0,Thorndyke,Ground Bag,Low
15776,10/30/2023 21:30,52.05,11.13888889,0,Thorndyke,Ground Bag,Low
15777,10/30/2023 21:45,52.05,11.13888889,0,Thorndyke,Ground Bag,Low
15778,10/30/2023 22:00,51.699,10.94388889,0,Thorndyke,Ground Bag,Low
15779,10/30/2023 22:15,51.172,10.65111111,0,Thorndyke,Ground Bag,Low
15780,10/30/2023 22:30,50.29,10.16111111,0,Thorndyke,Ground Bag,Low
15781,10/30/2023 22:45,47.982,8.878888889,0,Thorndyke,Ground Bag,Low
15782,10/30/2023 23:00,46.369,7.982777778,0,Thorndyke,Ground Bag,Low
15783,10/30/2023 23:15,45.286,7.381111111,0,Thorndyke,Ground Bag,Low
15784,10/30/2023 23:30,44.195,6.775,0,Thorndyke,Ground Bag,Low
15785,10/30/2023 23:45,43.466,6.37,0,Thorndyke,Ground Bag,Low
15786,10/31/2023 0:00,40.509,4.727222222,0,Thorndyke,Ground Bag,Low
15787,10/31/2023 0:15,34.786,1.547777778,0,Thorndyke,Ground Bag,Low
15788,10/31/2023 0:30,38.25,3.472222222,0,Thorndyke,Ground Bag,Low
15789,10/31/2023 0:45,38.818,3.787777778,0,Thorndyke,Ground Bag,Low
15790,10/31/2023 1:00,39.007,3.892777778,0,Thorndyke,Ground Bag,Low
15791,10/31/2023 1:15,38.629,3.682777778,0,Thorndyke,Ground Bag,Low
15792,10/31/2023 1:30,38.629,3.682777778,0,Thorndyke,Ground Bag,Low
15793,10/31/2023 1:45,38.44,3.577777778,0,Thorndyke,Ground Bag,Low
15794,10/31/2023 2:00,38.44,3.577777778,0,Thorndyke,Ground Bag,Low
15795,10/31/2023 2:15,38.061,3.367222222,0,Thorndyke,Ground Bag,Low
15796,10/31/2023 2:30,40.881,4.933888889,0,Thorndyke,Ground Bag,Low
15797,10/31/2023 2:45,47.982,8.878888889,0,Thorndyke,Ground Bag,Low
15798,10/31/2023 3:00,49.937,9.965,0,Thorndyke,Ground Bag,Low
15799,10/31/2023 3:15,49.759,9.866111111,0,Thorndyke,Ground Bag,Low
15800,10/31/2023 3:30,49.228,9.571111111,0,Thorndyke,Ground Bag,Low
15801,10/31/2023 3:45,50.29,10.16111111,0,Thorndyke,Ground Bag,Low
15802,10/31/2023 4:00,50.819,10.455,0,Thorndyke,Ground Bag,Low
15803,10/31/2023 4:15,50.995,10.55277778,0,Thorndyke,Ground Bag,Low
15804,10/31/2023 4:30,51.172,10.65111111,0,Thorndyke,Ground Bag,Low
15805,10/31/2023 4:45,51.346,10.74777778,0,Thorndyke,Ground Bag,Low
15806,10/31/2023 5:00,51.523,10.84611111,0,Thorndyke,Ground Bag,Low
15807,10/31/2023 5:15,51.523,10.84611111,0,Thorndyke,Ground Bag,Low
15808,10/31/2023 5:30,51.523,10.84611111,0,Thorndyke,Ground Bag,Low
15809,10/31/2023 5:45,51.523,10.84611111,0,Thorndyke,Ground Bag,Low
15810,10/31/2023 6:00,51.523,10.84611111,0,Thorndyke,Ground Bag,Low
15811,10/31/2023 6:15,51.523,10.84611111,0,Thorndyke,Ground Bag,Low
15812,10/31/2023 6:30,51.699,10.94388889,0,Thorndyke,Ground Bag,Low
15813,10/31/2023 6:45,51.699,10.94388889,0,Thorndyke,Ground Bag,Low
15814,10/31/2023 7:00,51.699,10.94388889,0,Thorndyke,Ground Bag,Low
15815,10/31/2023 7:15,51.699,10.94388889,0,Thorndyke,Ground Bag,Low
15816,10/31/2023 7:30,51.699,10.94388889,0,Thorndyke,Ground Bag,Low
15817,10/31/2023 7:45,51.699,10.94388889,0,Thorndyke,Ground Bag,Low
15818,10/31/2023 8:00,51.699,10.94388889,0,Thorndyke,Ground Bag,Low
15819,10/31/2023 8:15,51.699,10.94388889,0,Thorndyke,Ground Bag,Low
15820,10/31/2023 8:30,51.699,10.94388889,0,Thorndyke,Ground Bag,Low
15821,10/31/2023 8:45,51.699,10.94388889,0,Thorndyke,Ground Bag,Low
15822,10/31/2023 9:00,51.699,10.94388889,0,Thorndyke,Ground Bag,Low
15823,10/31/2023 9:15,51.699,10.94388889,0,Thorndyke,Ground Bag,Low
15824,10/31/2023 9:30,51.699,10.94388889,0,Thorndyke,Ground Bag,Low
15825,10/31/2023 9:45,51.874,11.04111111,1,Thorndyke,Ground Bag,Low
15826,10/31/2023 10:00,51.874,11.04111111,1,Thorndyke,Ground Bag,Low
15827,10/31/2023 10:15,51.874,11.04111111,2,Thorndyke,Ground Bag,Low
15828,10/31/2023 10:30,51.874,11.04111111,1,Thorndyke,Ground Bag,Low
15829,10/31/2023 10:45,51.874,11.04111111,0,Thorndyke,Ground Bag,Low
15830,10/31/2023 11:00,51.874,11.04111111,0,Thorndyke,Ground Bag,Low
15831,10/31/2023 11:15,51.874,11.04111111,0,Thorndyke,Ground Bag,Low
15832,10/31/2023 11:30,52.05,11.13888889,0,Thorndyke,Ground Bag,Low
15833,10/31/2023 11:45,52.05,11.13888889,0,Thorndyke,Ground Bag,Low
15834,10/31/2023 12:00,52.05,11.13888889,1,Thorndyke,Ground Bag,Low
15835,10/31/2023 12:15,52.05,11.13888889,1,Thorndyke,Ground Bag,Low
15836,10/31/2023 12:30,52.225,11.23611111,3,Thorndyke,Ground Bag,Low
15837,10/31/2023 12:45,52.225,11.23611111,1,Thorndyke,Ground Bag,Low
