#,"Date Time, GMT-07:00",Temp_F ,Temp_C,"Intensity, lum/ft² ",Site,Elevation
312,5/21/2023 15:45,65.509,18.61611111,184,Chelsea Eld,High
313,5/21/2023 16:00,64.481,18.045,224,Chelsea Eld,High
314,5/21/2023 16:15,64.481,18.045,224,Chelsea Eld,High
315,5/21/2023 16:30,65.509,18.61611111,512,Chelsea Eld,High
316,5/21/2023 16:45,60.712,15.95111111,768,Chelsea Eld,High
317,5/21/2023 17:00,59.508,15.28222222,432,Chelsea Eld,High
318,5/21/2023 17:15,59.337,15.18722222,384,Chelsea Eld,High
319,5/21/2023 17:30,59.164,15.09111111,368,Chelsea Eld,High
320,5/21/2023 17:45,58.647,14.80388889,176,Chelsea Eld,High
321,5/21/2023 18:00,57.785,14.325,224,Chelsea Eld,High
322,5/21/2023 18:15,57.441,14.13388889,144,Chelsea Eld,High
323,5/21/2023 18:30,56.923,13.84611111,152,Chelsea Eld,High
324,5/21/2023 18:45,56.923,13.84611111,123,Chelsea Eld,High
325,5/21/2023 19:00,56.75,13.75,99,Chelsea Eld,High
326,5/21/2023 19:15,56.577,13.65388889,68,Chelsea Eld,High
327,5/21/2023 19:30,55.884,13.26888889,67,Chelsea Eld,High
328,5/21/2023 19:45,56.404,13.55777778,48,Chelsea Eld,High
329,5/21/2023 20:00,55.711,13.17277778,21,Chelsea Eld,High
330,5/21/2023 20:15,55.884,13.26888889,9,Chelsea Eld,High
331,5/21/2023 20:30,55.884,13.26888889,4,Chelsea Eld,High
332,5/21/2023 20:45,55.711,13.17277778,1,Chelsea Eld,High
333,5/21/2023 21:00,55.364,12.98,0,Chelsea Eld,High
334,5/21/2023 21:15,55.189,12.88277778,0,Chelsea Eld,High
335,5/21/2023 21:30,54.842,12.69,0,Chelsea Eld,High
336,5/21/2023 21:45,54.495,12.49722222,0,Chelsea Eld,High
337,5/21/2023 22:00,54.147,12.30388889,0,Chelsea Eld,High
338,5/21/2023 22:15,53.973,12.20722222,0,Chelsea Eld,High
339,5/21/2023 22:30,53.798,12.11,0,Chelsea Eld,High
340,5/21/2023 22:45,53.798,12.11,0,Chelsea Eld,High
341,5/21/2023 23:00,53.973,12.20722222,0,Chelsea Eld,High
342,5/21/2023 23:15,53.973,12.20722222,0,Chelsea Eld,High
343,5/21/2023 23:30,53.973,12.20722222,0,Chelsea Eld,High
344,5/21/2023 23:45,53.973,12.20722222,0,Chelsea Eld,High
345,5/22/2023 0:00,54.147,12.30388889,0,Chelsea Eld,High
346,5/22/2023 0:15,53.973,12.20722222,0,Chelsea Eld,High
347,5/22/2023 0:30,53.973,12.20722222,0,Chelsea Eld,High
348,5/22/2023 0:45,54.147,12.30388889,0,Chelsea Eld,High
349,5/22/2023 1:00,54.322,12.40111111,0,Chelsea Eld,High
350,5/22/2023 1:15,54.147,12.30388889,0,Chelsea Eld,High
351,5/22/2023 1:30,54.147,12.30388889,0,Chelsea Eld,High
352,5/22/2023 1:45,54.147,12.30388889,0,Chelsea Eld,High
353,5/22/2023 2:00,54.147,12.30388889,0,Chelsea Eld,High
354,5/22/2023 2:15,54.495,12.49722222,0,Chelsea Eld,High
355,5/22/2023 2:30,54.842,12.69,0,Chelsea Eld,High
356,5/22/2023 2:45,54.669,12.59388889,0,Chelsea Eld,High
357,5/22/2023 3:00,54.495,12.49722222,0,Chelsea Eld,High
358,5/22/2023 3:15,54.495,12.49722222,0,Chelsea Eld,High
