Date	ODO % sat	ODO mg/L	pH	Temp °C	Salinity (PSU)
3/13/24 3:45	87.9	8.64		8.677	27.05957778
3/13/24 4:00	87.3	8.57		8.705	27.11980937
3/13/24 4:15	87.2	8.57		8.693	27.12004097
3/13/24 4:30	87	8.55		8.683	27.11027256
3/13/24 4:45	86.9	8.53		8.684	27.10050416
3/13/24 5:00	86.4	8.49		8.674	27.09073575
3/13/24 5:15	87.3	8.6		8.629	27.01096734
3/13/24 5:30	87.8	8.64		8.629	27.01119894
3/13/24 5:45	86.9	8.55		8.66	27.04143053
3/13/24 6:00	88.1	8.66		8.656	27.05166213
3/13/24 6:15	88.7	8.75		8.577	26.93189372
3/13/24 6:30	88.4	8.71		8.595	26.96212531
3/13/24 6:45	86.7	8.53		8.628	27.01235691
3/13/24 7:00	85.9	8.45		8.632	27.0325885
3/13/24 7:15	86.9	8.55		8.63	27.0128201
3/13/24 7:30	88.3	8.71		8.523	26.91305169
3/13/24 7:45	90.3	8.94		8.411	26.81328328
3/13/24 8:00	90.2	8.91		8.517	26.86351488
3/13/24 8:15	90.1	8.88		8.584	26.92374647
3/13/24 8:30	89.7	8.83		8.634	26.98397807
3/13/24 8:45	90	8.85		8.652	27.00420966
3/13/24 9:00	90	8.85		8.663	27.01444125
3/13/24 9:15	90.1	8.86		8.669	27.02467285
3/13/24 9:30	90.5	8.9		8.678	27.02490444
3/13/24 9:45	90.6	8.91		8.69	27.02513604
3/13/24 10:00	91	8.94		8.707	27.00536763
3/13/24 10:15	91.7	9.01		8.718	26.97559922
3/13/24 10:30	92.4	9.07		8.73	26.95583082
3/13/24 10:45	93.7	9.21		8.729	26.86606241
3/13/24 11:00	95	9.33		8.826	26.77629401
3/13/24 11:15	95.8	9.38		8.948	26.7365256
3/13/24 11:30	96.1	9.4		8.992	26.72675719
3/13/24 11:45	97.2	9.49		9.082	26.72698879
3/13/24 12:00	96.3	9.39		9.145	26.61722038
3/13/24 12:15	98.3	9.55		9.33	26.59745198
3/13/24 12:30	101.8	9.85		9.504	26.62768357
3/13/24 12:45	104.5	10.02		9.932	26.64791516
3/13/24 15:30	115.4	10.52		12.41	25.97814676
3/13/24 15:45	108.9	10.3		10.704	25.88837835
3/13/24 16:00	108.9	10.35		10.445	26.08860995
3/13/24 16:15	108.8	10.35		10.403	26.19884154
3/13/24 16:30	107	10.23		10.143	26.25907313
3/13/24 16:45	104	10		9.881	26.30930473
3/13/24 17:00	104.1	10.04		9.761	26.34953632
3/13/24 17:15	104.6	10.06		9.833	26.32976791
3/13/24 17:30	101.3	9.77		9.788	26.09999951
3/13/24 17:45	97.4	9.48		9.309	26.3002311
3/13/24 18:00	96.4	9.39		9.285	26.3204627
3/13/24 18:15	94.9	9.25		9.207	26.49069429
3/13/24 18:30	94.3	9.22		9.033	26.64092588
3/13/24 18:45	94.1	9.21		9.015	26.60115748
3/13/24 19:00	91.3	8.95		8.874	26.71138907
3/13/24 19:15	91.3	8.95		8.908	26.70162067
3/13/24 19:30	94.5	9.23		9.123	26.56185226
3/13/24 19:45	95.1	9.28		9.09	26.61208385
3/13/24 20:00	93	9.09		8.991	26.75231545
3/13/24 20:15	92.3	9.05		8.899	26.77254704
3/13/24 20:30	91.3	8.96		8.837	26.83277864
3/13/24 20:45	90	8.84		8.769	26.94301023
3/13/24 21:00	89.2	8.75		8.756	27.00324182
3/13/24 21:15	88.5	8.68		8.763	27.05347342
3/13/24 21:30	87.9	8.62		8.771	27.10370501
3/13/24 21:45	87.8	8.61		8.769	27.13393661
3/13/24 22:00	88	8.62		8.769	27.1241682
3/13/24 22:15	88.1	8.64		8.766	27.12439979
3/13/24 22:30	87.8	8.61		8.767	27.12463139
3/13/24 22:45	87.5	8.58		8.769	27.10486298
3/13/24 23:00	87.7	8.6		8.766	27.09509458
3/13/24 23:15	87.9	8.62		8.764	27.07532617
3/13/24 23:30	88	8.63		8.767	27.03555776
3/13/24 23:45	88.6	8.69		8.758	26.99578936
3/14/24 0:00	88.7	8.71		8.72	26.97602095
3/14/24 0:15	88.6	8.71		8.697	26.96625255
3/14/24 0:30	88.7	8.73		8.669	26.95648414
3/14/24 0:45	88.8	8.74		8.643	26.94671573
3/14/24 1:00	88.5	8.71		8.639	26.95694733
3/14/24 1:15	88.3	8.7		8.612	26.95717892
3/14/24 1:30	88.2	8.68		8.622	26.95741052
3/14/24 1:45	88	8.67		8.58	26.95764211
3/14/24 2:00	87.9	8.66		8.58	26.9578737
3/14/24 2:15	87	8.54		8.758	27.0781053
3/14/24 2:30	87.5	8.63		8.563	26.97833689
3/14/24 2:45	87.3	8.63		8.488	26.90856848
3/14/24 3:00	86.5	8.56		8.417	26.94880008
3/14/24 3:15	85.1	8.45		8.284	26.92903167
3/14/24 3:30	87.9	8.7		8.433	26.80926327
3/14/24 3:45	89.8	8.86		8.6	26.77949486
3/14/24 4:00	89.8	8.86		8.577	26.77972645
3/14/24 4:15	89.9	8.87		8.599	26.78995805
3/14/24 4:30	87.1	8.56		8.667	27.00018964
3/14/24 4:45	86.7	8.52		8.708	27.06042124
3/14/24 5:00	86.2	8.46		8.722	27.11065283
3/14/24 5:15	86	8.44		8.72	27.13088442
3/14/24 5:30	86.2	8.47		8.7	27.10111602
3/14/24 5:45	86.3	8.48		8.685	27.08134761
3/14/24 6:00	85.8	8.43		8.681	27.07157921
3/14/24 6:15	84.9	8.33		8.723	27.1118108
3/14/24 6:30	85.2	8.36		8.718	27.11204239
3/14/24 6:45	86.4	8.48		8.715	27.06227399
3/14/24 7:00	85.7	8.41		8.726	27.08250558
3/14/24 7:15	85.3	8.37		8.741	27.15273718
3/14/24 7:30	86.1	8.44		8.754	27.20296877
3/14/24 7:45	86.5	8.48		8.749	27.18320036
3/14/24 8:00	87.3	8.56		8.738	27.15343196
3/14/24 8:15	87.4	8.58		8.73	27.12366355
3/14/24 8:30	88.2	8.67		8.683	27.06389515
3/14/24 8:45	88.8	8.73		8.658	27.04412674
3/14/24 9:00	89.5	8.81		8.641	27.01435833
3/14/24 9:15	90.1	8.87		8.636	26.99458993
3/14/24 9:30	90.6	8.91		8.657	26.96482152
3/14/24 9:45	90.7	8.92		8.656	26.98505312
3/14/24 10:00	90.7	8.92		8.657	26.99528471
3/14/24 10:15	90.9	8.94		8.681	26.9955163
3/14/24 10:30	91.8	9.02		8.712	26.9857479
3/14/24 10:45	92.1	9.04		8.76	27.00597949
3/14/24 11:00	92	9.02		8.798	27.01621109
3/14/24 11:15	91.6	8.97		8.837	26.99644268
3/14/24 11:30	91.9	8.99		8.892	26.99667427
3/14/24 11:45	92.5	9.03		9.025	26.93690587
3/14/24 12:00	94.3	9.19		9.111	26.90713746
3/14/24 12:15	95.9	9.32		9.246	26.90736905
3/14/24 12:30	96.1	9.32		9.341	26.89760065
3/14/24 12:45	98.7	9.52		9.555	26.92783224
3/14/24 13:00	102.7	9.82		9.933	26.91806384
3/14/24 13:15	106.9	10.07		10.623	26.89829543
3/14/24 16:30	103.2	9.5		11.977	25.87852702
3/14/24 16:45	108.9	10.23		11.157	25.52875862
3/14/24 17:00	110.4	10.47		10.647	25.79899021
3/14/24 17:15	107.6	10.3		10.04	26.39922181
3/14/24 17:30	107.2	10.27		9.996	26.4394534
3/14/24 17:45	106.9	10.2		10.322	25.87968499
3/14/24 18:00	105.2	10.07		10.273	25.69991659
3/14/24 18:15	105	10.02		10.307	26.04014818
3/14/24 18:30	98.7	9.57		9.542	26.16037978
3/14/24 18:45	96.9	9.41		9.369	26.48061137
3/14/24 19:00	95.3	9.28		9.225	26.64084296
3/14/24 19:15	94.4	9.19		9.191	26.69107456
3/14/24 19:30	95.7	9.31		9.298	26.54130615
3/14/24 19:45	95.9	9.33		9.312	26.55153775
3/14/24 20:00	92.1	9.01		8.99	26.78176934
3/14/24 20:15	91.2	8.93		8.943	26.83200093
3/14/24 20:30	90.7	8.87		8.939	26.85223253
3/14/24 20:45	90.7	8.87		8.936	26.85246412
3/14/24 21:00	91.3	8.93		8.968	26.84269572
3/14/24 21:15	91.6	8.97		8.922	26.87292731
3/14/24 21:30	91.3	8.93		8.91	26.8931589
3/14/24 21:45	91.2	8.93		8.912	26.9033905
3/14/24 22:00	90.8	8.89		8.91	26.90362209
3/14/24 22:15	90.3	8.84		8.871	26.95385369
3/14/24 22:30	89.5	8.77		8.852	27.01408528
3/14/24 22:45	89.1	8.73		8.845	27.03431687
3/14/24 23:00	89	8.72		8.842	27.05454847
3/14/24 23:15	88.6	8.67		8.838	27.08478006
3/14/24 23:30	88.5	8.67		8.835	27.09501166
3/14/24 23:45	88.4	8.66		8.835	27.09524325
3/15/24 0:00	88.4	8.66		8.836	27.09547484
3/15/24 0:15	88.3	8.65		8.836	27.09570644
3/15/24 0:30	88.2	8.64		8.839	27.08593803
3/15/24 0:45	88.3	8.65		8.843	27.06616963
3/15/24 1:00	88.4	8.66		8.842	27.05640122
3/15/24 1:15	88.5	8.67		8.842	27.04663281
3/15/24 1:30	88.2	8.64		8.844	27.04686441
3/15/24 1:45	88.1	8.63		8.835	27.037096
3/15/24 2:00	87.8	8.6		8.835	27.05732759
3/15/24 2:15	88.6	8.7		8.762	27.02755919
3/15/24 2:30	89.3	8.78		8.723	26.99779078
3/15/24 2:45	89.6	8.81		8.706	26.95802238
3/15/24 3:00	88.5	8.7		8.731	26.99825397
3/15/24 3:15	88	8.65		8.685	26.97848556
3/15/24 3:30	87.2	8.57		8.707	26.94871716
3/15/24 3:45	87.1	8.59		8.624	26.89894875
3/15/24 4:00	88	8.66		8.673	26.83918035
3/15/24 4:15	85.4	8.39		8.744	26.89941194
3/15/24 4:30	86.6	8.51		8.749	26.87964353
3/15/24 4:45	85	8.35		8.759	26.92987513
3/15/24 5:00	84.7	8.31		8.789	26.96010672
3/15/24 5:15	85.3	8.35		8.814	27.07033832
3/15/24 5:30	86	8.43		8.813	27.10056991
3/15/24 5:45	86.2	8.45		8.814	27.1208015
3/15/24 6:00	86	8.42		8.816	27.1510331
3/15/24 6:15	85.7	8.39		8.821	27.16126469
3/15/24 6:30	85.1	8.33		8.822	27.19149629
3/15/24 6:45	84.9	8.31		8.823	27.20172788
3/15/24 7:00	84.8	8.3		8.826	27.19195947
3/15/24 7:15	85.5	8.38		8.816	27.16219107
3/15/24 7:30	85.2	8.35		8.828	27.16242266
3/15/24 7:45	85.7	8.39		8.82	27.16265426
3/15/24 8:00	86.4	8.46		8.822	27.16288585
3/15/24 8:15	87.3	8.55		8.811	27.16311744
3/15/24 8:30	87.8	8.6		8.822	27.17334904
3/15/24 8:45	88.6	8.67		8.839	27.13358063
3/15/24 9:00	88.6	8.67		8.842	27.15381223
3/15/24 9:15	89.6	8.77		8.86	27.14404382
3/15/24 9:30	89.8	8.78		8.875	27.12427541
3/15/24 9:45	90.1	8.81		8.894	27.14450701
3/15/24 10:00	90.9	8.88		8.916	27.1347386
3/15/24 10:15	91.6	8.95		8.939	27.1149702
3/15/24 10:30	92.1	8.99		8.989	27.08520179
3/15/24 10:45	92.7	9.06		8.983	26.95543338
3/15/24 11:00	94	9.18		9.008	26.95566498
3/15/24 11:15	91.9	8.96		9.072	27.04589657
3/15/24 11:30	92	8.96		9.07	27.07612816
3/15/24 11:45	91.9	8.95		9.094	27.08635976
3/15/24 12:00	92.2	8.96		9.191	27.05659135
3/15/24 12:15	93.5	9.06		9.309	27.02682295
3/15/24 12:30	94.5	9.15		9.38	27.03705454
3/15/24 12:45	94.8	9.17		9.436	27.02728613
3/15/24 13:00	95.9	9.25		9.529	27.04751773
3/15/24 13:15	96.5	9.3		9.573	27.00774932
3/15/24 13:30	98.5	9.44		9.839	27.02798092
3/15/24 13:45	101.6	9.65		10.267	26.97821251
3/15/24 14:00	117.3	10.81		11.739	26.5384441
3/15/24 17:15	108.3	10.08		11.787	24.9586757
3/15/24 17:30	110.1	10.34		11.39	24.85890729
3/15/24 17:45	108.9	10.22		11.358	24.94913889
3/15/24 18:00	105.5	9.99		10.675	25.88937048
3/15/24 18:15	107.5	10.17		10.957	25.18960207
3/15/24 18:30	106.5	10.09		11.132	24.20983367
3/15/24 18:45	104.7	9.95		10.833	24.72006526
3/15/24 19:00	103.7	9.9		10.559	25.06029686
3/15/24 19:15	101.2	9.73		10.092	25.55052845
3/15/24 19:30	99.8	9.62		9.942	25.70076004
3/15/24 19:45	97.2	9.42		9.597	26.13099164
3/15/24 20:00	95.4	9.26		9.455	26.31122323
3/15/24 20:15	94.1	9.15		9.359	26.45145483
3/15/24 20:30	93.1	9.06		9.251	26.58168642
3/15/24 20:45	92.5	9.01		9.21	26.64191801
3/15/24 21:00	91.8	8.94		9.206	26.67214961
3/15/24 21:15	91.7	8.93		9.191	26.6823812
3/15/24 21:30	91.2	8.89		9.174	26.7126128
3/15/24 21:45	90.9	8.86		9.143	26.74284439
3/15/24 22:00	92.5	9.01		9.191	26.69307598
3/15/24 22:15	92.2	8.98		9.163	26.72330758
3/15/24 22:30	91.8	8.95		9.134	26.75353917
3/15/24 22:45	91.7	8.95		9.12	26.76377077
3/15/24 23:00	91.6	8.93		9.114	26.78400236
3/15/24 23:15	90.9	8.87		9.093	26.80423395
3/15/24 23:30	89.9	8.77		9.062	26.86446555
3/15/24 23:45	89.9	8.77		9.024	26.91469714
3/16/24 0:00	89.7	8.76		8.989	26.97492874
3/16/24 0:15	89.6	8.76		8.971	27.00516033
3/16/24 0:30	89.6	8.75		8.977	27.00539192
3/16/24 0:45	89.8	8.77		8.97	27.00562352
3/16/24 1:00	89.3	8.73		8.97	27.01585511
3/16/24 1:15	89.3	8.73		8.962	27.0260867
3/16/24 1:30	89	8.7		8.95	27.0463183
3/16/24 1:45	90	8.8		8.953	26.98654989
3/16/24 2:00	89.3	8.73		8.962	26.99678149
3/16/24 2:15	89	8.7		8.961	26.99701308
3/16/24 2:30	88.8	8.67		8.973	26.99724467
3/16/24 2:45	88.7	8.66		8.985	26.98747627
3/16/24 3:00	89	8.69		8.991	26.99770786
3/16/24 3:15	88.8	8.68		8.986	27.00793946
3/16/24 3:30	88.2	8.62		8.956	27.05817105
3/16/24 3:45	88	8.6		8.94	27.07840264
3/16/24 4:00	88.2	8.62		8.932	27.08863424
3/16/24 4:15	88.6	8.67		8.891	27.04886583
3/16/24 4:30	89	8.71		8.893	26.97909743
3/16/24 4:45	90.2	8.86		8.823	26.69932902
3/16/24 5:00	89.6	8.8		8.832	26.66956061
3/16/24 5:15	89.1	8.76		8.846	26.58979221
3/16/24 5:30	85	8.34		8.897	26.7200238
3/16/24 5:45	85.4	8.35		8.913	27.1502554
3/16/24 6:00	85.4	8.35		8.915	27.15048699
3/16/24 6:15	85.6	8.36		8.92	27.11071858
3/16/24 6:30	85.3	8.34		8.929	27.10095018
3/16/24 6:45	84.5	8.26		8.931	27.11118177
3/16/24 7:00	85.1	8.31		8.937	27.10141337
3/16/24 7:15	84.8	8.28		8.942	27.10164496
3/16/24 7:30	84	8.2		8.961	27.07187655
3/16/24 7:45	85	8.3		8.955	27.07210815
3/16/24 8:00	86.1	8.41		8.956	27.04233974
3/16/24 8:15	86.4	8.44		8.954	27.08257134
3/16/24 8:30	87.1	8.51		8.956	27.08280293
3/16/24 8:45	87.5	8.55		8.973	27.09303452
3/16/24 9:00	88.1	8.6		8.987	27.10326612
3/16/24 9:15	89.2	8.7		9.017	27.09349771
3/16/24 9:30	89.5	8.72		9.06	27.07372931
3/16/24 9:45	88.2	8.61		9.02	26.9739609
3/16/24 10:00	88.7	8.66		9.035	26.91419249
3/16/24 10:15	93.9	9.13		9.219	27.02442409
3/16/24 10:30	91.7	8.93		9.149	26.92465568
3/16/24 10:45	90.2	8.79		9.119	26.77488727
3/16/24 11:00	93.4	9.14		9.081	26.45511887
3/16/24 11:15	94	9.19		9.129	26.41535046
3/16/24 11:30	96	9.36		9.241	26.42558206
3/16/24 11:45	97.4	9.49		9.209	26.51581365
3/16/24 12:00	96	9.35		9.193	26.72604524
3/16/24 12:15	95.8	9.3		9.257	26.99627684
3/16/24 12:30	95.3	9.24		9.325	26.99650843
3/16/24 12:45	95.3	9.23		9.362	26.99674003
3/16/24 13:00	95.6	9.24		9.428	26.93697162
3/16/24 13:15	96.5	9.32		9.515	26.91720321
3/16/24 13:30	99.1	9.54		9.649	26.86743481
3/16/24 13:45	101.3	9.74		9.751	26.8576664
3/16/24 14:00	102.5	9.82		9.887	26.847898
3/16/24 14:15	108.9	10.32		10.454	26.59812959
3/16/24 14:30	110.9	10.27		11.722	25.91836118
3/16/24 14:45	111.6	10.24		12.304	25.49859278
3/16/24 15:00	113.6	10.24		13.155	25.35882437
3/16/24 18:00	92.6	8.41		12.904	24.89905597
3/16/24 18:15	94.9	8.64		12.767	24.91928756
3/16/24 18:30	107	9.82		12.316	25.24951915
3/16/24 18:45	105.2	9.95		10.702	26.11975075
3/16/24 19:00	110.9	10.35		11.463	25.54998234
3/16/24 19:15	105.4	9.91		11.052	25.92021394
3/16/24 19:30	101.7	9.7		10.229	26.38044553
3/16/24 19:45	104.7	9.93		10.577	26.14067712
3/16/24 20:00	103.2	9.82		10.355	26.21090872
3/16/24 20:15	103.2	9.81		10.467	26.15114031
3/16/24 20:30	101.9	9.69		10.49	26.00137191
3/16/24 20:45	99	9.51		9.966	26.2216035
3/16/24 21:00	96.7	9.34		9.645	26.44183509
3/16/24 21:15	96.2	9.3		9.619	26.45206669
3/16/24 21:30	94.4	9.13		9.563	26.54229828
3/16/24 21:45	94.4	9.13		9.583	26.52252988
3/16/24 22:00	96	9.26		9.724	26.45276147
3/16/24 22:15	97.4	9.38		9.784	26.51299306
3/16/24 22:30	97.2	9.37		9.734	26.53322466
3/16/24 22:45	96.9	9.35		9.702	26.54345625
3/16/24 23:00	94.4	9.12		9.548	26.66368785
3/16/24 23:15	94	9.11		9.432	26.72391944
3/16/24 23:30	93.5	9.07		9.381	26.75415103
3/16/24 23:45	92.6	8.99		9.309	26.81438263
3/17/24 0:00	92.3	8.97		9.26	26.85461422
3/17/24 0:15	91.5	8.89		9.214	26.90484581
3/17/24 0:30	90.2	8.77		9.187	26.94507741
3/17/24 0:45	91	8.86		9.173	26.945309
3/17/24 1:00	91.1	8.87		9.149	26.9655406
3/17/24 1:15	89.9	8.75		9.133	27.00577219
3/17/24 1:30	89.3	8.69		9.136	27.00600378
3/17/24 1:45	89.4	8.7		9.115	27.03623538
3/17/24 2:00	88.9	8.66		9.109	27.04646697
3/17/24 2:15	89.9	8.76		9.087	27.03669857
3/17/24 2:30	89.9	8.76		9.089	27.03693016
3/17/24 2:45	89.7	8.74		9.088	27.03716175
3/17/24 3:00	89	8.67		9.089	27.03739335
3/17/24 3:15	89.1	8.69		9.091	27.03762494
3/17/24 3:30	90.6	8.81		9.203	26.86785654
3/17/24 3:45	92.9	9.03		9.317	26.61808813
3/17/24 4:00	93.9	9.13		9.352	26.55831972
3/17/24 4:15	96.1	9.32		9.504	26.32855132
3/17/24 4:30	95.2	9.25		9.382	26.44878291
3/17/24 4:45	93.2	9.06		9.322	26.53901451
3/17/24 5:00	93.1	9.05		9.331	26.5592461
3/17/24 5:15	89.2	8.67		9.25	26.76947769
3/17/24 5:30	88.5	8.62		9.19	26.87970929
3/17/24 5:45	84.4	8.22		9.133	27.08994088
3/17/24 6:00	83.4	8.12		9.053	27.17017248
3/17/24 6:15	84.2	8.21		9.047	27.17040407
3/17/24 6:30	83.9	8.18		9.042	27.18063566
3/17/24 6:45	83.3	8.11		9.076	27.16086726
3/17/24 7:00	82.9	8.08		9.067	27.16109885
3/17/24 7:15	82.8	8.07		9.059	27.17133045
3/17/24 7:30	83.3	8.12		9.057	27.18156204
3/17/24 7:45	84.8	8.26		9.053	27.18179363
3/17/24 8:00	85.2	8.3		9.058	27.18202523
3/17/24 8:15	85.5	8.32		9.117	27.17225682
3/17/24 8:30	86.2	8.38		9.195	27.15248842
3/17/24 8:45	87.2	8.46		9.207	27.16272001
3/17/24 9:00	88.4	8.58		9.198	27.1629516
3/17/24 9:15	88.2	8.56		9.226	27.1131832
3/17/24 9:30	90.4	8.77		9.29	26.88341479
3/17/24 9:45	91.6	8.89		9.321	26.78364638
3/17/24 10:00	96.9	9.36		9.487	26.96387798
3/17/24 10:15	87.1	8.44		9.312	27.11410957
3/17/24 10:30	83.5	8.1		9.279	27.14434117
3/17/24 10:45	87.8	8.51		9.302	27.10457276
3/17/24 11:00	94.3	9.13		9.453	26.79480435
3/17/24 11:15	96.3	9.3		9.584	26.61503595
3/17/24 11:30	98.4	9.48		9.718	26.59526754
3/17/24 11:45	103.4	9.9		10.009	26.62549914
3/17/24 12:00	107.3	10.24		10.13	26.66573073
3/17/24 12:15	108.5	10.39		9.965	26.73596232
3/17/24 12:30	103.8	9.97		9.817	26.74619392
3/17/24 12:45	101.9	9.79		9.75	26.82642551
3/17/24 13:00	110	10.47		10.235	26.58665711
3/17/24 13:15	115.2	10.9		10.535	26.6068887
3/17/24 13:30	108	10.2		10.832	25.92712029
3/17/24 13:45	110.3	10.33		11.318	25.58735189
3/17/24 14:00	112.3	10.35		12.2	25.13758348
3/17/24 14:15	115.6	10.63		12.283	25.18781508
3/17/24 14:30	113.5	10.42		12.382	25.02804667
3/17/24 14:45	114.6	10.52		12.318	25.25827826
3/17/24 15:00	115.6	10.57		12.572	25.04850986
3/17/24 15:15	117.9	10.72		12.844	24.99874145
3/17/24 15:30	118.1	10.69		13.142	24.81897305
3/17/24 15:45	119.1	10.75		13.256	24.76920464
3/17/24 16:00	122.9	11		13.774	24.44943623
3/17/24 16:15	121	10.77		14.02	24.61966783
3/17/24 18:45	101.6	9.3		12.652	24.55989942
3/17/24 19:00	108.6	9.93		12.761	24.46013102
3/17/24 19:15	110.5	10.09		12.795	24.54036261
3/17/24 19:30	107	9.8		12.662	24.5805942
3/17/24 19:45	101.3	9.3		12.491	24.6808258
3/17/24 20:00	108.4	9.96		12.423	24.74105739
3/17/24 20:15	109.5	10.09		12.361	24.61128899
3/17/24 20:30	108.6	10		12.35	24.75152058
3/17/24 20:45	107.1	9.95		11.946	24.69175217
3/17/24 21:00	106.6	9.96		11.625	24.86198377
3/17/24 21:15	105.1	9.89		11.171	25.26221536
3/17/24 21:30	102.7	9.73		10.672	25.79244696
3/17/24 21:45	99.9	9.54		10.285	26.06267855
3/17/24 22:00	97.9	9.38		10.034	26.32291014
3/17/24 22:15	97.6	9.35		10.06	26.30314174
3/17/24 22:30	97.4	9.32		10.076	26.28337333
3/17/24 22:45	97.5	9.33		10.138	26.21360492
3/17/24 23:00	97.9	9.36		10.169	26.16383652
3/17/24 23:15	101.3	9.66		10.325	26.17406811
3/17/24 23:30	93.4	9.02		9.527	26.78429971
3/17/24 23:45	94.5	9.11		9.668	26.6645313
3/18/24 0:00	92.4	8.93		9.564	26.78476289
3/18/24 0:15	91.2	8.83		9.438	26.88499449
3/18/24 0:30	91.4	8.85		9.4	26.93522608
3/18/24 0:45	92.7	8.98		9.38	26.92545768
3/18/24 1:00	92.4	8.95		9.35	26.95568927
3/18/24 1:15	92.1	8.93		9.31	26.99592086
3/18/24 1:30	91.9	8.92		9.23	27.06615246
3/18/24 1:45	91.3	8.87		9.225	27.07638405
3/18/24 2:00	88.6	8.62		9.143	27.19661565
3/18/24 2:15	88.7	8.63		9.143	27.20684724
3/18/24 2:30	89.4	8.69		9.14	27.18707883
3/18/24 2:45	89.5	8.7		9.149	27.18731043
3/18/24 3:00	90.3	8.77		9.193	27.12754202
3/18/24 3:15	90	8.74		9.196	27.12777362
3/18/24 3:30	89.6	8.7		9.182	27.14800521
3/18/24 3:45	90	8.74		9.192	27.1382368
3/18/24 4:00	89.9	8.74		9.188	27.1384684
3/18/24 4:15	89.4	8.69		9.192	27.13869999
3/18/24 4:30	88.5	8.61		9.172	27.16893159
3/18/24 4:45	89.1	8.67		9.126	27.19916318
3/18/24 5:00	91.4	8.88		9.239	26.91939477
3/18/24 5:15	92	8.93		9.366	26.77962637
3/18/24 5:30	93.2	9.04		9.43	26.58985796
3/18/24 5:45	94.7	9.19		9.446	26.36008956
3/18/24 6:00	95	9.21		9.521	26.34032115
3/18/24 6:15	94.8	9.19		9.554	26.34055274
3/18/24 6:30	95	9.19		9.584	26.36078434
3/18/24 6:45	91.8	8.9		9.452	26.62101593
3/18/24 7:00	90	8.72		9.409	26.76124753
3/18/24 7:15	90	8.72		9.382	26.82147912
3/18/24 7:30	90.6	8.77		9.45	26.73171071
3/18/24 7:45	85.1	8.24		9.338	27.09194231
3/18/24 8:00	81.6	7.91		9.263	27.2121739
3/18/24 8:15	84.1	8.16		9.277	27.12240549
3/18/24 8:30	88	8.53		9.37	26.94263709
3/18/24 8:45	88.5	8.56		9.407	27.05286868
3/18/24 9:00	89.4	8.67		9.342	26.97310028
3/18/24 9:15	91.7	8.88		9.351	26.97333187
3/18/24 9:30	93.1	9.01		9.382	26.96356346
3/18/24 9:45	93.4	9.04		9.406	26.95379506
3/18/24 10:00	93	9		9.455	26.92402665
3/18/24 10:15	93.9	9.06		9.557	26.90425825
3/18/24 10:30	94.9	9.15		9.614	26.83448984
3/18/24 10:45	95	9.17		9.62	26.74472143
3/18/24 11:00	95.6	9.21		9.728	26.65495303
3/18/24 11:15	97.8	9.41		9.788	26.64518462
3/18/24 11:30	103	9.85		10.054	26.69541622
3/18/24 11:45	99.5	9.56		9.727	26.98564781
3/18/24 12:00	102.9	9.93		9.534	27.0858794
3/18/24 12:15	98.3	9.5		9.453	27.096111
3/18/24 12:30	97.8	9.45		9.452	27.07634259
3/18/24 12:45	99.7	9.62		9.515	27.06657419
3/18/24 13:00	104	9.98		9.754	27.04680578
3/18/24 13:15	109.5	10.41		10.244	26.86703737
3/18/24 13:30	112	10.6		10.409	26.92726897
3/18/24 13:45	114.3	10.78		10.581	26.88750056
3/18/24 14:00	104.9	9.96		10.439	26.33773216
3/18/24 14:15	105	9.97		10.461	26.34796375
3/18/24 14:30	105.4	10		10.481	26.37819534
3/18/24 14:45	104.9	9.95		10.499	26.35842694
3/18/24 15:00	106.8	10.11		10.6	26.33865853
3/18/24 15:15	105.2	9.96		10.608	26.25889013
3/18/24 15:30	111.8	10.51		10.971	26.18912172
3/18/24 15:45	113.8	10.63		11.268	26.09935331
3/18/24 16:00	114.3	10.64		11.461	25.97958491
3/18/24 16:15	107.7	10.01		11.592	25.9298165
3/18/24 16:30	106.1	9.81		11.836	25.8100481
3/18/24 16:45	109.4	10		12.406	25.68027969
3/18/24 17:00	111	10.08		12.737	25.59051128
3/18/24 17:15	114.7	10.33		13.179	25.41074288
3/18/24 17:30	114.7	10.31		13.321	25.36097447
3/18/24 17:45	124.9	11.24		13.178	25.54120607
3/18/24 18:00	117.9	10.69		12.848	25.49143766
3/18/24 19:30	66.3	6.15		11.814	25.16166925
3/18/24 19:45	77.3	7.12		12.108	25.58190085
3/18/24 20:00	89.1	8.25		11.803	25.84213244
3/18/24 20:15	96	8.89		11.786	25.73236403
3/18/24 20:30	96.7	8.92		12.011	25.67259563
3/18/24 20:45	99.9	9.15		12.33	25.51282722
3/18/24 21:00	105.7	9.7		12.338	25.32305882
3/18/24 21:15	102	9.42		11.934	25.52329041
3/18/24 21:30	102.7	9.52		11.751	25.673522
3/18/24 21:45	100.7	9.44		11.112	26.0237536
3/18/24 22:00	102.7	9.69		10.802	26.13398519
3/18/24 22:15	102.5	9.71		10.611	26.24421679
3/18/24 22:30	102.7	9.69		10.786	26.14444838
3/18/24 22:45	102.8	9.69		10.837	26.13467997
3/18/24 23:00	102	9.61		10.869	26.10491157
3/18/24 23:15	101.1	9.55		10.736	26.22514316
3/18/24 23:30	101.3	9.6		10.523	26.32537476
3/18/24 23:45	99	9.44		10.234	26.41560635
3/19/24 0:00	97.1	9.3		10.033	26.50583794
