Date	ODO % sat	ODO mg/L	pH	Temp °C	Salinity (PSU)
6/7/2023 14:00	158.8	12.87	8.35	17.055	29
6/7/2023 14:15	168.8	13.63	8.4	17.254	28.97
6/7/2023 15:45	180.7	14.37	8.46	18.013	29
6/7/2023 16:00	178.2	14.21	8.45	17.918	28.99
6/7/2023 16:15	175.1	14.07	8.44	17.489	29
6/7/2023 16:30	173.2	14.04	8.45	17.024	29.03
6/7/2023 16:45	167.3	13.78	8.42	16.203	29.04
6/7/2023 17:00	155	13.13	8.37	14.797	29.06
6/7/2023 17:15	144.8	12.43	8.32	14.141	29.09
6/7/2023 17:30	141.6	12.19	8.31	13.982	29.1
6/7/2023 17:45	139.3	12.03	8.3	13.846	29.11
6/7/2023 18:00	144.6	12.35	8.33	14.385	29.1
6/7/2023 18:15	146.5	12.51	8.34	14.41	29.1
6/7/2023 18:30	143.2	12.28	8.32	14.156	29.12
6/7/2023 18:45	141.4	12.17	8.31	14.004	29.12
6/7/2023 19:00	132.6	11.52	8.26	13.566	29.14
6/7/2023 19:15	128.6	11.2	8.23	13.443	29.15
6/7/2023 19:30	124.7	10.88	8.21	13.32	29.16
6/7/2023 19:45	126.1	10.97	8.22	13.472	29.15
6/7/2023 20:00	129	11.18	8.24	13.674	29.14
6/7/2023 20:15	133.3	11.51	8.27	13.825	29.12
6/7/2023 20:30	135.5	11.71	8.28	13.803	29.13
6/7/2023 20:45	132	11.43	8.26	13.699	29.12
6/7/2023 21:00	130.2	11.29	8.24	13.668	29.13
6/7/2023 21:15	121.2	10.55	8.2	13.466	29.13
6/7/2023 21:30	117.4	10.26	8.17	13.255	29.18
6/7/2023 21:45	117.9	10.3	8.17	13.266	29.18
6/7/2023 22:00	117.5	10.26	8.18	13.256	29.18
6/7/2023 22:15	117	10.22	8.17	13.26	29.18
6/7/2023 22:30	116.4	10.17	8.17	13.258	29.18
6/7/2023 22:45	116	10.14	8.17	13.252	29.18
6/7/2023 23:00	115.5	10.09	8.16	13.255	29.18
6/7/2023 23:15	111.1	9.7	8.14	13.292	29.18
6/7/2023 23:30	114	9.94	8.14	13.341	29.17
6/7/2023 23:45	118.3	10.32	8.19	13.358	29.17
6/8/2023 0:00	115	10.05	8.16	13.255	29.18
6/8/2023 0:15	113.9	9.96	8.16	13.196	29.18
6/8/2023 0:30	113.4	9.93	8.15	13.166	29.19
6/8/2023 0:45	113	9.89	8.15	13.153	29.19
6/8/2023 1:00	112.5	9.85	8.14	13.146	29.19
6/8/2023 1:15	111.4	9.75	8.14	13.148	29.19
6/8/2023 1:30	110.8	9.7	8.13	13.168	29.19
6/8/2023 1:45	110.7	9.69	8.12	13.198	29.18
6/8/2023 2:00	109.6	9.58	8.12	13.244	29.18
6/8/2023 2:15	111.6	9.75	8.14	13.292	29.18
6/8/2023 2:30	113	9.86	8.14	13.301	29.17
6/8/2023 2:45	114.4	9.99	8.16	13.297	29.17
6/8/2023 3:00	112.9	9.86	8.15	13.296	29.17
6/8/2023 3:15	113.5	9.91	8.16	13.302	29.17
6/8/2023 3:30	112.9	9.86	8.14	13.308	29.17
6/8/2023 3:45	112.1	9.78	8.13	13.312	29.17
6/8/2023 4:00	111.9	9.77	8.12	13.314	29.17
6/8/2023 4:15	108.5	9.47	8.08	13.318	29.17
6/8/2023 4:30	113.1	9.87	8.15	13.306	29.17
6/8/2023 4:45	112.4	9.82	8.14	13.29	29.17
6/8/2023 5:00	109.6	9.59	8.12	13.18	29.19
6/8/2023 5:15	110.3	9.66	8.13	13.148	29.19
6/8/2023 5:30	110.4	9.67	8.13	13.135	29.2
6/8/2023 5:45	110.8	9.71	8.13	13.087	29.2
6/8/2023 6:00	110.4	9.68	8.13	13.055	29.2
6/8/2023 6:15	110.4	9.69	8.13	13.023	29.21
6/8/2023 6:30	109.8	9.65	8.12	12.974	29.21
6/8/2023 6:45	109.4	9.62	8.12	12.961	29.21
6/8/2023 7:00	109.1	9.59	8.12	12.934	29.21
6/8/2023 7:15	109.3	9.63	8.12	12.878	29.22
6/8/2023 7:30	109.9	9.67	8.13	12.899	29.23
6/8/2023 7:45	109.5	9.64	8.12	12.92	29.22
6/8/2023 8:00	110.5	9.72	8.13	12.926	29.22
6/8/2023 8:15	110.7	9.74	8.13	12.941	29.22
6/8/2023 8:30	110.8	9.74	8.13	12.957	29.22
6/8/2023 8:45	110.4	9.7	8.13	12.975	29.21
6/8/2023 9:00	108.1	9.49	8.11	13.004	29.21
6/8/2023 9:15	109.6	9.63	8.12	12.993	29.22
6/8/2023 9:30	109.2	9.59	8.13	13.013	29.21
6/8/2023 9:45	109.5	9.61	8.13	13.035	29.21
6/8/2023 10:00	109.9	9.65	8.13	13.041	29.21
6/8/2023 10:15	111.1	9.75	8.14	13.02	29.21
6/8/2023 10:30	112.1	9.85	8.15	12.989	29.21
6/8/2023 10:45	113.9	10	8.16	13.011	29.21
6/8/2023 11:00	116.7	10.23	8.18	13.062	29.2
6/8/2023 11:15	118.8	10.41	8.2	13.108	29.2
6/8/2023 11:30	120.3	10.54	8.21	13.135	29.2
6/8/2023 11:45	122.1	10.68	8.22	13.189	29.2
6/8/2023 12:00	124.7	10.88	8.24	13.283	29.19
6/8/2023 12:15	126.6	11.02	8.25	13.44	29.18
6/8/2023 12:30	128.8	11.19	8.26	13.555	29.17
6/8/2023 12:45	129.9	11.28	8.27	13.577	29.17
6/8/2023 13:00	132.3	11.46	8.28	13.665	29.16
6/8/2023 13:15	135.9	11.77	8.3	13.684	29.17
6/8/2023 13:30	136.4	11.82	8.3	13.664	29.17
6/8/2023 13:45	138.7	12.01	8.31	13.699	29.17
6/8/2023 14:00	142.8	12.34	8.34	13.801	29.16
6/8/2023 14:15	145.2	12.51	8.35	13.929	29.16
6/8/2023 14:30	149.4	12.85	8.38	14.017	29.15
6/8/2023 14:45	155.9	13.39	8.41	14.126	29.16
6/8/2023 15:00	165.1	14.12	8.45	14.296	29.16
6/8/2023 15:15	160.1	13.75	8.42	14.385	28.22
6/8/2023 15:30	157.5	13.52	8.41	14.345	28.41
6/8/2023 15:45	158.1	13.59	8.41	14.344	28.26
6/8/2023 16:00	154.3	13.23	8.39	14.358	28.54
6/8/2023 16:15	158.9	13.45	8.41	14.807	29.19
6/8/2023 16:30	158.9	13.37	8.41	15.105	29.17
6/8/2023 16:45	163.9	13.69	8.44	15.459	29.16
6/8/2023 17:00	158	13.17	8.42	15.581	29.12
6/8/2023 17:15	159.9	13.34	8.43	15.552	29.12
6/8/2023 17:30	158.5	13.33	8.43	15.148	29.14
6/8/2023 17:45	144.2	12.38	8.36	14.129	29.16
6/8/2023 18:00	136.6	11.83	8.32	13.654	29.18
6/8/2023 18:15	139.7	12.07	8.33	13.801	29.18
6/8/2023 18:30	134.4	11.66	8.29	13.566	29.2
6/8/2023 18:45	129.7	11.28	8.27	13.459	29.21
6/8/2023 19:00	133.9	11.6	8.29	13.656	29.2
6/8/2023 19:15	137.8	11.89	8.32	13.867	29.2
6/8/2023 19:30	139	11.99	8.33	13.877	29.19
6/8/2023 19:45	138.1	11.94	8.32	13.776	29.19
6/8/2023 20:00	130.6	11.35	8.27	13.492	29.2
6/8/2023 20:15	121.8	10.63	8.21	13.273	29.2
6/8/2023 20:30	117.5	10.29	8.18	13.144	29.21
6/8/2023 20:45	118.1	10.33	8.19	13.193	29.2
6/8/2023 21:00	122	10.61	8.21	13.484	29.18
6/8/2023 21:15	123.4	10.71	8.22	13.566	29.19
6/8/2023 21:30	126.3	10.93	8.25	13.7	29.19
6/8/2023 21:45	129.6	11.21	8.27	13.719	29.18
6/8/2023 22:00	128.3	11.13	8.26	13.634	29.04
6/8/2023 22:15	127.2	11.04	8.26	13.597	29.12
6/8/2023 22:30	118.2	10.31	8.19	13.348	29.16
6/8/2023 22:45	115.8	10.12	8.18	13.238	29.17
6/8/2023 23:00	114.3	10.02	8.17	13.116	29.15
6/8/2023 23:15	113.7	9.98	8.16	13.079	29.12
6/8/2023 23:30	113.2	9.93	8.16	13.041	29.16
6/8/2023 23:45	111.9	9.82	8.15	13.036	29.19
6/9/2023 0:00	112.2	9.84	8.15	13.038	29.18
6/9/2023 0:15	111.1	9.76	8.14	13.035	29.14
6/9/2023 0:30	110.1	9.66	8.14	13.03	29.21
6/9/2023 0:45	110.8	9.72	8.14	13.023	29.22
6/9/2023 1:00	111.4	9.78	8.15	13.009	29.23
6/9/2023 1:15	111.4	9.78	8.15	13.004	29.24
6/9/2023 1:30	111.5	9.79	8.15	13.01	29.24
6/9/2023 1:45	111.4	9.78	8.15	13.02	29.23
6/9/2023 2:00	111.3	9.77	8.15	13.031	29.23
6/9/2023 2:15	111.2	9.75	8.15	13.047	29.23
6/9/2023 2:30	111.4	9.77	8.15	13.07	29.23
6/9/2023 2:45	111	9.73	8.15	13.084	29.22
6/9/2023 3:00	111.6	9.78	8.15	13.096	29.22
6/9/2023 3:15	111.6	9.77	8.15	13.117	29.22
6/9/2023 3:30	112.6	9.86	8.16	13.126	29.22
6/9/2023 3:45	112	9.81	8.16	13.134	29.22
6/9/2023 4:00	112.9	9.89	8.16	13.138	29.21
6/9/2023 4:15	112.7	9.87	8.16	13.147	29.21
6/9/2023 4:30	112.9	9.88	8.16	13.152	29.21
6/9/2023 4:45	112.9	9.88	8.16	13.157	29.21
6/9/2023 5:00	112	9.81	8.15	13.159	29.2
6/9/2023 5:15	110.3	9.65	8.14	13.161	29.21
6/9/2023 5:30	112.3	9.83	8.15	13.167	29.21
6/9/2023 5:45	110.8	9.7	8.14	13.176	29.21
6/9/2023 6:00	108.4	9.48	8.12	13.203	29.2
6/9/2023 6:15	110.3	9.63	8.14	13.278	29.18
6/9/2023 6:30	109.7	9.57	8.13	13.368	29.18
6/9/2023 6:45	111.1	9.68	8.15	13.424	29.17
6/9/2023 7:00	111.7	9.7	8.15	13.518	29.16
6/9/2023 7:15	105.7	9.2	8.1	13.483	29.16
6/9/2023 7:30	104.4	9.08	8.09	13.503	29.16
6/9/2023 7:45	107.9	9.4	8.12	13.408	29.18
6/9/2023 8:00	106.9	9.38	8.11	13.087	29.22
6/9/2023 8:15	107.7	9.46	8.12	13.006	29.23
6/9/2023 8:30	107.8	9.48	8.12	12.965	29.23
6/9/2023 8:45	107.3	9.44	8.12	12.904	29.24
6/9/2023 9:00	107.2	9.44	8.11	12.87	29.25
6/9/2023 9:15	106.9	9.42	8.11	12.849	29.25
6/9/2023 9:30	107.1	9.43	8.11	12.863	29.25
6/9/2023 9:45	105.9	9.32	8.1	12.877	29.25
6/9/2023 10:00	107.5	9.45	8.12	12.955	29.23
6/9/2023 10:15	107.4	9.45	8.12	12.924	29.24
6/9/2023 10:30	106.7	9.4	8.11	12.867	29.25
6/9/2023 10:45	107.3	9.46	8.12	12.846	29.25
6/9/2023 11:00	107.7	9.49	8.12	12.855	29.24
6/9/2023 11:15	108.1	9.52	8.13	12.884	29.24
6/9/2023 11:30	109.2	9.61	8.13	12.92	29.24
6/9/2023 11:45	110.6	9.72	8.15	12.959	29.24
6/9/2023 12:00	112.9	9.91	8.16	13.005	29.23
6/9/2023 12:15	112.9	9.91	8.16	13.022	29.23
6/9/2023 12:30	113	9.91	8.16	13.052	29.23
6/9/2023 12:45	115.5	10.11	8.18	13.122	29.22
6/9/2023 13:00	115.8	10.13	8.18	13.185	29.21
6/9/2023 13:15	116.8	10.21	8.19	13.229	29.21
6/9/2023 13:30	117.1	10.23	8.19	13.26	29.2
6/9/2023 13:45	117.2	10.24	8.19	13.255	29.2
6/9/2023 14:00	116.9	10.22	8.19	13.234	29.21
6/9/2023 14:15	118.2	10.32	8.2	13.26	29.2
6/9/2023 14:30	119.6	10.44	8.21	13.303	29.2
6/9/2023 14:45	123	10.72	8.23	13.361	29.2
6/9/2023 15:00	123.2	10.74	8.23	13.367	29.19
6/9/2023 15:15	124.9	10.88	8.24	13.406	29.19
6/9/2023 15:30	124	10.77	8.23	13.539	29.17
6/9/2023 15:45	125.3	10.85	8.24	13.703	29.1
6/9/2023 16:00	132.4	11.36	8.29	14.201	28.99
6/9/2023 16:15	137.5	11.75	8.33	14.403	28.98
6/9/2023 16:30	137.2	11.7	8.33	14.51	28.85
6/9/2023 16:45	137.9	11.75	8.33	14.601	28.85
6/9/2023 17:00	139	11.85	8.34	14.583	28.84
6/9/2023 17:15	138.8	11.82	8.33	14.614	28.85
6/9/2023 17:30	139.1	11.84	8.34	14.65	28.82
6/9/2023 17:45	137.5	11.71	8.33	14.613	28.84
6/9/2023 18:00	137.4	11.72	8.33	14.555	28.84
6/9/2023 18:15	137	11.68	8.32	14.551	28.88
6/9/2023 18:30	134	11.44	8.3	14.447	28.96
6/9/2023 18:45	125.3	10.81	8.25	13.909	29.09
6/9/2023 19:00	121.1	10.51	8.22	13.581	29.14
6/9/2023 19:15	118	10.3	8.2	13.339	29.19
6/9/2023 19:30	118	10.29	8.2	13.345	29.18
6/9/2023 19:45	115.7	10.11	8.18	13.25	29.2
6/9/2023 20:00	114.5	10.01	8.17	13.215	29.2
6/9/2023 20:15	116.6	10.17	8.19	13.336	29.18
6/9/2023 20:30	118.7	10.33	8.2	13.463	29.16
6/9/2023 20:45	118.8	10.34	8.21	13.411	29.17
6/9/2023 21:00	119.3	10.39	8.21	13.386	29.17
6/9/2023 21:15	118.5	10.34	8.2	13.338	29.19
6/9/2023 21:30	113.9	9.98	8.17	13.134	29.21
6/9/2023 21:45	114.2	9.97	8.17	13.285	29.19
6/9/2023 22:00	113.1	9.86	8.16	13.325	29.19
6/9/2023 22:15	114.5	9.97	8.17	13.437	29.17
6/9/2023 22:30	113.9	9.92	8.17	13.413	29.16
6/9/2023 22:45	113.3	9.87	8.16	13.42	29.17
6/9/2023 23:00	112.3	9.77	8.15	13.45	29.17
6/9/2023 23:15	110	9.58	8.14	13.446	29.17
6/9/2023 23:30	113.6	9.91	8.18	13.346	29.18
6/9/2023 23:45	113.7	9.93	8.18	13.263	29.17
6/10/2023 0:00	113.1	9.89	8.17	13.204	29.17
6/10/2023 0:15	112	9.8	8.17	13.187	29.17
6/10/2023 0:30	111.9	9.79	8.17	13.207	29.17
6/10/2023 0:45	112.3	9.82	8.17	13.228	29.17
6/10/2023 1:00	110.5	9.69	8.16	13.064	29.18
6/10/2023 1:15	109.9	9.64	8.15	13.06	29.18
6/10/2023 1:30	109.6	9.62	8.15	13.062	29.18
6/10/2023 1:45	110	9.65	8.15	13.088	29.18
6/10/2023 2:00	110.3	9.67	8.16	13.104	29.18
6/10/2023 2:15	110.3	9.66	8.15	13.13	29.19
6/10/2023 2:30	111.5	9.76	8.16	13.151	29.19
6/10/2023 2:45	111.7	9.78	8.16	13.162	29.19
6/10/2023 3:00	111.5	9.76	8.16	13.169	29.19
6/10/2023 3:15	111.7	9.77	8.16	13.172	29.19
6/10/2023 3:30	111.5	9.76	8.16	13.175	29.19
6/10/2023 3:45	111.8	9.79	8.16	13.183	29.18
6/10/2023 4:00	111.9	9.79	8.17	13.182	29.18
6/10/2023 4:15	112.1	9.81	8.17	13.179	29.18
6/10/2023 4:30	112	9.81	8.17	13.173	29.18
6/10/2023 4:45	111.8	9.79	8.16	13.168	29.18
6/10/2023 5:00	111.7	9.78	8.16	13.165	29.18
6/10/2023 5:15	111.7	9.78	8.16	13.167	29.18
6/10/2023 5:30	111.3	9.74	8.16	13.167	29.18
6/10/2023 5:45	110.2	9.65	8.14	13.168	29.18
6/10/2023 6:00	110.7	9.69	8.16	13.168	29.18
6/10/2023 6:15	108.5	9.49	8.13	13.188	29.19
6/10/2023 6:30	107.3	9.37	8.13	13.279	29.16
6/10/2023 6:45	104.8	9.15	8.11	13.315	29.15
6/10/2023 7:00	105.6	9.21	8.12	13.359	29.15
6/10/2023 7:15	106.3	9.26	8.12	13.424	29.13
6/10/2023 7:30	106.1	9.23	8.11	13.468	29.13
6/10/2023 7:45	106.6	9.27	8.1	13.502	29.12
6/10/2023 8:00	104.6	9.12	8.09	13.347	29.15
6/10/2023 8:15	108	9.46	8.13	13.119	29.18
6/10/2023 8:30	108.6	9.53	8.14	13.064	29.19
6/10/2023 8:45	108.6	9.52	8.14	13.081	29.19
6/10/2023 9:00	108.2	9.48	8.13	13.092	29.19
6/10/2023 9:15	108.3	9.49	8.13	13.09	29.18
6/10/2023 9:30	107.8	9.47	8.13	13.005	29.2
6/10/2023 9:45	107.1	9.42	8.12	12.943	29.2
6/10/2023 10:00	106.1	9.34	8.12	12.878	29.21
6/10/2023 10:15	106.3	9.36	8.12	12.875	29.21
6/10/2023 10:30	106.3	9.36	8.12	12.888	29.21
6/10/2023 10:45	105.8	9.31	8.11	12.909	29.21
6/10/2023 11:00	107.1	9.42	8.13	12.933	29.21
6/10/2023 11:15	108.9	9.58	8.14	12.93	29.21
6/10/2023 11:30	108.9	9.58	8.14	12.901	29.22
6/10/2023 11:45	108	9.52	8.13	12.856	29.22
6/10/2023 12:00	108.3	9.54	8.13	12.86	29.23
6/10/2023 12:15	108.8	9.59	8.14	12.856	29.23
6/10/2023 12:30	110	9.69	8.15	12.866	29.23
6/10/2023 12:45	110.8	9.75	8.15	12.881	29.22
6/10/2023 13:00	112.3	9.88	8.17	12.918	29.22
6/10/2023 13:15	114.1	10.03	8.18	12.943	29.22
6/10/2023 13:30	115.9	10.18	8.19	13.001	29.21
6/10/2023 13:45	117.7	10.32	8.21	13.069	29.2
6/10/2023 14:00	120.2	10.53	8.23	13.135	29.2
6/10/2023 14:15	121.8	10.66	8.24	13.172	29.19
6/10/2023 14:30	124	10.84	8.25	13.245	29.19
6/10/2023 14:45	123.7	10.8	8.24	13.293	29.2
6/10/2023 15:00	122	10.65	8.23	13.314	29.2
6/10/2023 15:15	122.2	10.66	8.23	13.33	29.2
6/10/2023 15:30	123.9	10.8	8.25	13.36	29.2
6/10/2023 15:45	126.1	10.98	8.26	13.431	29.19
6/10/2023 16:00	128.2	11.15	8.28	13.456	29.18
6/10/2023 16:15	129.1	11.24	8.28	13.459	29.18
6/10/2023 16:30	131.8	11.46	8.29	13.477	29.17
6/10/2023 16:45	132.7	11.52	8.3	13.543	29.17
6/10/2023 17:00	136.8	11.88	8.32	13.555	29.18
6/10/2023 17:15	138.9	12.05	8.33	13.593	29.17
6/10/2023 17:30	132.9	11.55	8.29	13.551	29.18
6/10/2023 17:45	135.5	11.66	8.3	13.982	29.15
6/10/2023 18:00	135.8	11.59	8.3	14.421	29.07
6/10/2023 18:15	137.1	11.71	8.31	14.403	29.07
6/10/2023 18:30	137.9	11.75	8.31	14.495	29.07
6/10/2023 18:45	137.7	11.75	8.31	14.449	29.07
6/10/2023 19:00	135.5	11.56	8.3	14.455	29.05
6/10/2023 19:15	134.4	11.51	8.3	14.269	29.09
6/10/2023 19:30	131.4	11.29	8.28	14.085	29.11
6/10/2023 19:45	129.7	11.18	8.27	13.942	29.13
6/10/2023 20:00	127.5	11.04	8.26	13.742	29.14
6/10/2023 20:15	128.4	11.09	8.27	13.829	29.13
6/10/2023 20:30	128.7	11.16	8.27	13.656	29.15
6/10/2023 20:45	128.6	11.15	8.27	13.64	29.15
6/10/2023 21:00	125.3	10.89	8.25	13.528	29.16
6/10/2023 21:15	127.3	11.02	8.26	13.717	29.14
6/10/2023 21:30	130.9	11.23	8.28	14.211	29.06
6/10/2023 21:45	130	11.14	8.28	14.232	29.06
6/10/2023 22:00	128.4	11.05	8.27	13.993	29.12
6/10/2023 22:15	128.4	11.05	8.27	14.013	29.09
6/10/2023 22:30	129.3	11.1	8.28	14.144	29.02
6/10/2023 22:45	123.9	10.66	8.24	14.064	29.04
6/10/2023 23:00	124.9	10.81	8.26	13.762	29.02
6/10/2023 23:15	122.6	10.64	8.24	13.627	29.03
6/10/2023 23:30	122.1	10.59	8.24	13.628	29.03
6/10/2023 23:45	122.3	10.61	8.24	13.66	29.04
6/11/2023 0:00	121.9	10.58	8.24	13.631	29.04
6/11/2023 0:15	114	9.97	8.18	13.228	29.11
6/11/2023 0:30	110.8	9.73	8.16	13.032	29.13
6/11/2023 0:45	110	9.66	8.15	13.008	29.13
6/11/2023 1:00	109.4	9.61	8.15	12.996	29.13
6/11/2023 1:15	109	9.58	8.14	12.988	29.14
6/11/2023 1:30	107.8	9.49	8.13	12.904	29.16
6/11/2023 1:45	107	9.42	8.13	12.893	29.16
6/11/2023 2:00	106.8	9.4	8.13	12.896	29.16
6/11/2023 2:15	107.2	9.44	8.13	12.9	29.16
6/11/2023 2:30	107.6	9.47	8.13	12.923	29.16
6/11/2023 2:45	107.7	9.47	8.14	12.944	29.15
6/11/2023 3:00	107.6	9.46	8.14	12.973	29.15
6/11/2023 3:15	108.5	9.53	8.14	13.015	29.14
6/11/2023 3:30	108.8	9.55	8.15	13.038	29.14
6/11/2023 3:45	109.5	9.61	8.15	13.074	29.13
6/11/2023 4:00	110	9.65	8.16	13.091	29.14
6/11/2023 4:15	110.3	9.67	8.16	13.113	29.13
6/11/2023 4:30	111	9.72	8.16	13.131	29.13
6/11/2023 4:45	111.3	9.75	8.17	13.145	29.13
6/11/2023 5:00	111.2	9.74	8.17	13.154	29.13
6/11/2023 5:15	111.3	9.75	8.17	13.157	29.13
6/11/2023 5:30	111.2	9.74	8.16	13.158	29.12
6/11/2023 5:45	111.3	9.74	8.16	13.17	29.12
6/11/2023 6:00	111.2	9.74	8.16	13.174	29.12
6/11/2023 6:15	110.9	9.71	8.16	13.163	29.12
6/11/2023 6:30	110.8	9.7	8.16	13.149	29.12
6/11/2023 6:45	110.6	9.69	8.16	13.144	29.12
6/11/2023 7:00	109.8	9.63	8.15	13.111	29.13
6/11/2023 7:15	110.9	9.7	8.16	13.2	29.12
6/11/2023 7:30	112.7	9.83	8.16	13.386	29.11
6/11/2023 7:45	114.9	10	8.17	13.493	29.11
6/11/2023 8:00	117.2	10.19	8.19	13.546	29.1
6/11/2023 8:15	117.1	10.17	8.19	13.555	29.12
6/11/2023 8:30	122.3	10.59	8.23	13.71	29.11
6/11/2023 8:45	123.4	10.61	8.23	14.07	29.04
6/11/2023 9:00	125.3	10.76	8.24	14.18	29.04
6/11/2023 9:15	128.2	10.97	8.26	14.297	29.04
6/11/2023 9:30	128.8	11.02	8.26	14.302	29.04
6/11/2023 9:45	128.6	10.99	8.26	14.35	29.04
6/11/2023 10:00	128.5	11.1	8.28	13.828	29.08
6/11/2023 10:15	123.8	10.74	8.24	13.646	29.09
6/11/2023 10:30	127.2	10.9	8.26	14.246	29.09
6/11/2023 10:45	127.5	10.9	8.26	14.367	29.04
6/11/2023 11:00	128.5	10.98	8.27	14.378	29.05
6/11/2023 11:15	129.3	11.04	8.27	14.393	29.06
6/11/2023 11:30	128.9	11.02	8.28	14.346	29.05
6/11/2023 11:45	130.3	11.14	8.29	14.38	29.02
6/11/2023 12:00	131.3	11.23	8.3	14.338	29.02
6/11/2023 12:15	126.7	10.93	8.26	13.919	29.1
6/11/2023 12:30	128.8	11.12	8.28	13.867	29.1
6/11/2023 12:45	114.1	10	8.18	13.131	29.18
6/11/2023 13:00	123.6	10.75	8.24	13.5	29.14
6/11/2023 13:15	139	11.94	8.34	14.139	28.97
6/11/2023 13:30	147.7	12.66	8.39	14.235	29.07
6/11/2023 13:45	147.9	12.62	8.38	14.441	29.05
6/11/2023 14:00	144.5	12.31	8.36	14.518	29.05
6/11/2023 14:15	141	12.01	8.34	14.536	29.04
6/11/2023 14:30	139.7	11.89	8.33	14.553	29.05
6/11/2023 14:45	140.4	11.95	8.34	14.584	29.04
6/11/2023 15:00	139.5	11.89	8.34	14.507	29.05
6/11/2023 15:15	139.7	11.92	8.34	14.445	29.05
6/11/2023 15:30	140.4	11.99	8.34	14.416	29.05
6/11/2023 15:45	142	12.12	8.35	14.437	29.05
6/11/2023 16:00	145.1	12.4	8.37	14.38	29.05
6/11/2023 16:15	142.6	12.22	8.36	14.235	29.07
6/11/2023 16:30	137.3	11.86	8.33	13.851	29.1
6/11/2023 16:45	139.3	12.01	8.34	13.931	29.08
6/11/2023 17:00	144	12.36	8.37	14.175	29.07
6/11/2023 17:15	149.1	12.76	8.4	14.29	29.06
6/11/2023 17:30	148.9	12.77	8.39	14.206	29.07
6/11/2023 17:45	150.8	12.94	8.41	14.204	29.07
6/11/2023 18:00	152.8	13.09	8.42	14.25	29.06
6/11/2023 18:15	155.8	13.32	8.43	14.363	29.06
6/11/2023 18:30	160.9	13.69	8.46	14.578	29.09
6/11/2023 18:45	150.7	12.62	8.38	15.386	29.02
6/11/2023 19:00	150.5	12.61	8.39	15.337	29.03
6/11/2023 19:15	156.5	13.19	8.43	15.08	29.03
6/11/2023 19:30	157	13.25	8.43	15.009	29.02
6/11/2023 19:45	153	12.93	8.41	14.944	29
6/11/2023 20:00	147	12.28	8.37	15.508	29
6/11/2023 20:15	145.6	12.19	8.37	15.41	29.02
6/11/2023 20:30	145	12.17	8.37	15.252	29.02
6/11/2023 20:45	143.3	12.15	8.36	14.774	29.03
6/11/2023 21:00	136.3	11.72	8.32	14.079	29.07
6/11/2023 21:15	134.1	11.58	8.31	13.869	29.07
6/11/2023 21:30	132.3	11.45	8.3	13.715	29.08
6/11/2023 21:45	127.1	11.04	8.27	13.552	29.09
6/11/2023 22:00	125.8	10.93	8.26	13.535	29.1
6/11/2023 22:15	123.1	10.7	8.24	13.503	29.1
6/11/2023 22:30	117.5	10.24	8.2	13.41	29.12
6/11/2023 22:45	119.5	10.4	8.22	13.486	29.11
6/11/2023 23:00	121.7	10.57	8.23	13.593	29.1
6/11/2023 23:15	118.4	10.3	8.21	13.513	29.11
6/11/2023 23:30	118.3	10.26	8.2	13.626	29.1
6/11/2023 23:45	121.4	10.51	8.21	13.738	29.08
6/12/2023 0:00	111.9	9.73	8.15	13.468	29.12
6/12/2023 0:15	109.9	9.59	8.14	13.349	29.14
6/12/2023 0:30	110.5	9.65	8.14	13.311	29.13
6/12/2023 0:45	112.2	9.8	8.16	13.295	29.14
6/12/2023 1:00	112	9.79	8.15	13.271	29.14
6/12/2023 1:15	111	9.71	8.15	13.228	29.14
6/12/2023 1:30	110.2	9.64	8.15	13.198	29.15
6/12/2023 1:45	109.6	9.6	8.14	13.171	29.15
6/12/2023 2:00	109.4	9.58	8.14	13.156	29.15
6/12/2023 2:15	108.9	9.54	8.14	13.149	29.15
6/12/2023 2:30	109.3	9.57	8.14	13.155	29.15
6/12/2023 2:45	110	9.63	8.15	13.162	29.15
6/12/2023 3:00	110.3	9.65	8.15	13.167	29.15
6/12/2023 3:15	110.2	9.65	8.15	13.166	29.16
6/12/2023 3:30	110.2	9.64	8.15	13.167	29.16
6/12/2023 3:45	110	9.63	8.14	13.169	29.16
6/12/2023 4:00	110	9.63	8.15	13.176	29.16
6/12/2023 4:15	109.8	9.61	8.14	13.174	29.16
6/12/2023 4:30	109.6	9.59	8.14	13.171	29.16
6/12/2023 4:45	109.1	9.56	8.14	13.166	29.17
6/12/2023 5:00	109.1	9.55	8.14	13.164	29.16
6/12/2023 5:15	108.8	9.52	8.14	13.166	29.16
6/12/2023 5:30	108.7	9.52	8.14	13.165	29.16
6/12/2023 5:45	109.4	9.57	8.14	13.18	29.16
6/12/2023 6:00	109.7	9.6	8.14	13.182	29.16
6/12/2023 6:15	110.3	9.65	8.15	13.193	29.16
6/12/2023 6:30	110.8	9.69	8.15	13.219	29.15
6/12/2023 6:45	114.3	9.98	8.17	13.35	29.13
6/12/2023 7:00	116.3	10.13	8.19	13.404	29.12
6/12/2023 7:15	119.7	10.41	8.21	13.501	29.11
6/12/2023 7:30	122.8	10.66	8.23	13.581	29.1
6/12/2023 7:45	126.2	10.94	8.26	13.64	29.1
6/12/2023 8:00	131.8	11.41	8.29	13.697	29.1
6/12/2023 8:15	138.5	11.98	8.33	13.773	29.1
6/12/2023 8:30	136.8	11.8	8.32	13.899	29.1
